id,name,description_sale,description_purchase,default_code,tag_ids,sale_ok,purchase_ok,type,procure_method,supply_method,list_price,cost_method,standard_price,categ_id,uom_id,uom_po_id,description,valuation,standard_price,list_price,qty_available
product_product_249,Ceiling panel T42 PIR Color steel sheet/Galvanized steel sheet,,,P10249,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_250,Ceiling panel T42 PIR Galvanized steel sheet/Galvanized steel sheet,,,P10250,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_251,Ceiling panel T42 PIR Stainless steel 304/Stainless steel 304,,,P10251,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_252,Ceiling panel T42 PIR Color steel sheet/Stainless steel 304,,,P10252,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_253,Ceiling panel T42 PIR Galvanized steel sheet/Stainless steel 305,,,P10253,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_254,Ceiling panel T50 PIR Color steel sheet/Color steel sheet,,,P10254,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_255,Ceiling panel T50 PIR Color steel sheet/Galvanized steel sheet,,,P10255,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_256,Ceiling panel T50 PIR Galvanized steel sheet/Galvanized steel sheet,,,P10256,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_257,Ceiling panel T50 PIR Stainless steel 304/Stainless steel 304,,,P10257,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_258,Ceiling panel T50 PIR Color steel sheet/Stainless steel 304,,,P10258,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_259,Ceiling panel T50 PIR Galvanized steel sheet/Stainless steel 305,,,P10259,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_260,Ceiling panel T75 PIR Color steel sheet/Color steel sheet,,,P10260,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_261,Ceiling panel T75 PIR Color steel sheet/Galvanized steel sheet,,,P10261,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_262,Ceiling panel T75 PIR Galvanized steel sheet/Galvanized steel sheet,,,P10262,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_263,Ceiling panel T75 PIR Stainless steel 304/Stainless steel 304,,,P10263,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_264,Ceiling panel T75 PIR Color steel sheet/Stainless steel 304,,,P10264,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_265,Ceiling panel T75 PIR Galvanized steel sheet/Stainless steel 305,,,P10265,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_266,Ceiling panel T100 PIR Color steel sheet/Color steel sheet,,,P10266,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_267,Ceiling panel T100 PIR Color steel sheet/Galvanized steel sheet,,,P10267,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_268,Ceiling panel T100 PIR Galvanized steel sheet/Galvanized steel sheet,,,P10268,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_269,Ceiling panel T100 PIR Stainless steel 304/Stainless steel 304,,,P10269,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_270,Ceiling panel T100 PIR Color steel sheet/Stainless steel 304,,,P10270,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_271,Ceiling panel T100 PIR Galvanized steel sheet/Stainless steel 305,,,P10271,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_272,Ceiling panel T125 PIR Color steel sheet/Color steel sheet,,,P10272,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_273,Ceiling panel T125 PIR Color steel sheet/Galvanized steel sheet,,,P10273,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_274,Ceiling panel T125 PIR Galvanized steel sheet/Galvanized steel sheet,,,P10274,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_275,Ceiling panel T125 PIR Stainless steel 304/Stainless steel 304,,,P10275,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_276,Ceiling panel T125 PIR Color steel sheet/Stainless steel 304,,,P10276,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_277,Ceiling panel T125 PIR Galvanized steel sheet/Stainless steel 305,,,P10277,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_278,Ceiling panel T150 PIR Color steel sheet/Color steel sheet,,,P10278,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_279,Ceiling panel T150 PIR Color steel sheet/Galvanized steel sheet,,,P10279,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_280,Ceiling panel T150 PIR Galvanized steel sheet/Galvanized steel sheet,,,P10280,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_281,Ceiling panel T150 PIR Stainless steel 304/Stainless steel 304,,,P10281,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_282,Ceiling panel T150 PIR Color steel sheet/Stainless steel 304,,,P10282,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_283,Ceiling panel T150 PIR Galvanized steel sheet/Stainless steel 305,,,P10283,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_284,Ceiling panel T200 PIR Color steel sheet/Color steel sheet,,,P10284,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_285,Ceiling panel T200 PIR Color steel sheet/Galvanized steel sheet,,,P10285,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_286,Ceiling panel T200 PIR Galvanized steel sheet/Galvanized steel sheet,,,P10286,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_287,Ceiling panel T200 PIR Stainless steel 304/Stainless steel 304,,,P10287,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_288,Ceiling panel T200 PIR Color steel sheet/Stainless steel 304,,,P10288,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_289,Ceiling panel T200 PIR Galvanized steel sheet/Stainless steel 305,,,P10289,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Ceiling,sqm,sqm,,Real Time (automated),1,1,
product_product_290,Aluminium for fitting panel cover with PVC curve,,,P10290,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,m,m,,Real Time (automated),1,800,
product_product_291,Aluminium beam support ceiling panel,,,P10291,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,m,m,,Real Time (automated),1,1200,
product_product_292,"Other fitting parts (Silicone,bolt,nut,rivet&etc)",,,P10292,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,300,
product_product_293,Single swing door Flat type,,,P10293,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,set,set,,Real Time (automated),1,1,
product_product_294,Double swing door Flat type,,,P10294,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,set,set,,Real Time (automated),1,1,
product_product_295,Single sliding door Normal type,,,P10295,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,set,set,,Real Time (automated),1,1,
product_product_296,Fixed window double glass Flat type,,,P10296,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,set,set,,Real Time (automated),1,12000,
product_product_297,Wall return air,,,P10297,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,set,set,,Real Time (automated),1,1,
product_product_298,Wall return air with hepa filter,,,P10298,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,set,set,,Real Time (automated),1,1,
product_product_299,Opening Panel with Aluminium Frame,,,P10299,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,set,set,,Real Time (automated),1,1200,
product_product_300,Pipe & Handy Box for Inside panel,,,P10300,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,set,set,,Real Time (automated),1,350,
product_product_301,Installation with C/R superivsor,,,P10301,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,400,
product_product_302,Transporatation,,,P10302,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,lot,lot,,Real Time (automated),1,7000,
product_product_303,Double sliding door Normal type,,,P10303,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,set,set,,Real Time (automated),1,1,
product_product_304,Emergency single swing door Flat type,,,P10304,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,set,set,,Real Time (automated),1,40000,
product_product_305,Emergency double swing door Flat type,,,P10305,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,set,set,,Real Time (automated),1,55000,
product_product_306,Single swing door Flat type T42 PU.Form Color steel sheet/Color steel sheet,,,P10306,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,25000,
product_product_307,Single swing door Flat type T42 PU.Form Stainless steel 304/Stainless steel 304,,,P10307,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,30000,
product_product_308,Single swing door Flat type T50 PU.Form Color steel sheet/Color steel sheet,,,P10308,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,27000,
product_product_309,Single swing door Flat type T50 PU.Form Stainless steel 304/Stainless steel 304,,,P10309,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,34000,
product_product_310,Single sliding door Normal type T42 PU.Form Color steel sheet/Color steel sheet,,,P10310,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,35000,
product_product_311,Single sliding door Normal type T42 PU.Form Stainless steel 304/Stainless steel 304,,,P10311,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,40000,
product_product_312,Double sliding door Normal type T42 PU.Form Color steel sheet/Color steel sheet,,,P10312,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,54000,
product_product_313,Double sliding door Normal type T42 PU.Form Stainless steel 304/Stainless steel 304,,,P10313,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,60000,
product_product_314,Wall return air T100  Color steel sheet/Color steel sheet,,,P10314,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,6000,
product_product_315,Wall return air T100  Stainless steel 304/Stainless steel 304,,,P10315,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,12000,
product_product_316,Wall return air T200  Color steel sheet/Color steel sheet,,,P10316,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,8000,
product_product_317,Wall return air T200  Stainless steel 304/Stainless steel 304,,,P10317,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,16000,
product_product_318,Wall return air with hepa filter   Color steel sheet/Color steel sheet,,,P10318,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,12000,
product_product_319,Wall return air with hepa filter   Stainless steel 304/Stainless steel 304,,,P10319,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Others,sqm,sqm,,Real Time (automated),1,20000,
product_product_320,Wall T25 PU.Foam OffWhite SpeedLock CB/CB,,,P10320,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_321,Wall T25 PU.Foam Alpine SpeedLock CB/CB,,,P10321,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_322,Wall T25 PU.Foam OffWhite SlipJoint CB/CB,,,P10322,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_323,Wall T25 PU.Foam Alpine SlipJoint CB/CB,,,P10323,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_324,Wall T25 PU.Foam OffWhite SpeedLock CB/ST,,,P10324,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_325,Wall T25 PU.Foam Alpine SpeedLock CB/ST,,,P10325,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_326,Wall T25 PU.Foam OffWhite SlipJoint CB/ST,,,P10326,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_327,Wall T25 PU.Foam Alpine SlipJoint CB/ST,,,P10327,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_328,Wall T25 PU.Foam OffWhite SpeedLock ST/ST,,,P10328,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_329,Wall T25 PU.Foam Alpine SpeedLock ST/ST,,,P10329,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_330,Wall T25 PU.Foam OffWhite SlipJoint ST/ST,,,P10330,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_331,Wall T25 PU.Foam Alpine SlipJoint ST/ST,,,P10331,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_332,Wall T42 PU.Foam OffWhite SpeedLock CB/CB,,,P10332,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_333,Wall T42 PU.Foam Alpine SpeedLock CB/CB,,,P10333,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_334,Wall T42 PU.Foam OffWhite SlipJoint CB/CB,,,P10334,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_335,Wall T42 PU.Foam Alpine SlipJoint CB/CB,,,P10335,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_336,Wall T42 PU.Foam OffWhite SpeedLock CB/ST,,,P10336,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_337,Wall T42 PU.Foam Alpine SpeedLock CB/ST,,,P10337,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_338,Wall T42 PU.Foam OffWhite SlipJoint CB/ST,,,P10338,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_339,Wall T42 PU.Foam Alpine SlipJoint CB/ST,,,P10339,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_340,Wall T42 PU.Foam OffWhite SpeedLock ST/ST,,,P10340,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_341,Wall T42 PU.Foam Alpine SpeedLock ST/ST,,,P10341,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_342,Wall T42 PU.Foam OffWhite SlipJoint ST/ST,,,P10342,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_343,Wall T42 PU.Foam Alpine SlipJoint ST/ST,,,P10343,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_344,Wall T50 PU.Foam OffWhite SpeedLock CB/CB,,,P10344,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_345,Wall T50 PU.Foam Alpine SpeedLock CB/CB,,,P10345,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_346,Wall T50 PU.Foam OffWhite SlipJoint CB/CB,,,P10346,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_347,Wall T50 PU.Foam Alpine SlipJoint CB/CB,,,P10347,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_348,Wall T50 PU.Foam OffWhite SpeedLock CB/ST,,,P10348,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_349,Wall T50 PU.Foam Alpine SpeedLock CB/ST,,,P10349,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_350,Wall T50 PU.Foam OffWhite SlipJoint CB/ST,,,P10350,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_351,Wall T50 PU.Foam Alpine SlipJoint CB/ST,,,P10351,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_352,Wall T50 PU.Foam OffWhite SpeedLock ST/ST,,,P10352,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_353,Wall T50 PU.Foam Alpine SpeedLock ST/ST,,,P10353,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_354,Wall T50 PU.Foam OffWhite SlipJoint ST/ST,,,P10354,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_355,Wall T50 PU.Foam Alpine SlipJoint ST/ST,,,P10355,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_356,Wall T75 PU.Foam OffWhite SpeedLock CB/CB,,,P10356,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_357,Wall T75 PU.Foam Alpine SpeedLock CB/CB,,,P10357,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_358,Wall T75 PU.Foam OffWhite SlipJoint CB/CB,,,P10358,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_359,Wall T75 PU.Foam Alpine SlipJoint CB/CB,,,P10359,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_360,Wall T75 PU.Foam OffWhite SpeedLock CB/ST,,,P10360,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_361,Wall T75 PU.Foam Alpine SpeedLock CB/ST,,,P10361,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_362,Wall T75 PU.Foam OffWhite SlipJoint CB/ST,,,P10362,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_363,Wall T75 PU.Foam Alpine SlipJoint CB/ST,,,P10363,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_364,Wall T75 PU.Foam OffWhite SpeedLock ST/ST,,,P10364,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_365,Wall T75 PU.Foam Alpine SpeedLock ST/ST,,,P10365,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_366,Wall T75 PU.Foam OffWhite SlipJoint ST/ST,,,P10366,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_367,Wall T75 PU.Foam Alpine SlipJoint ST/ST,,,P10367,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_368,Wall T100 PU.Foam OffWhite SpeedLock CB/CB,,,P10368,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_369,Wall T100 PU.Foam Alpine SpeedLock CB/CB,,,P10369,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_370,Wall T100 PU.Foam OffWhite SlipJoint CB/CB,,,P10370,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_371,Wall T100 PU.Foam Alpine SlipJoint CB/CB,,,P10371,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_372,Wall T100 PU.Foam OffWhite SpeedLock CB/ST,,,P10372,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_373,Wall T100 PU.Foam Alpine SpeedLock CB/ST,,,P10373,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_374,Wall T100 PU.Foam OffWhite SlipJoint CB/ST,,,P10374,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_375,Wall T100 PU.Foam Alpine SlipJoint CB/ST,,,P10375,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_376,Wall T100 PU.Foam OffWhite SpeedLock ST/ST,,,P10376,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_377,Wall T100 PU.Foam Alpine SpeedLock ST/ST,,,P10377,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_378,Wall T100 PU.Foam OffWhite SlipJoint ST/ST,,,P10378,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_379,Wall T100 PU.Foam Alpine SlipJoint ST/ST,,,P10379,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
product_product_380,Wall T125 PU.Foam OffWhite SpeedLock CB/CB,,,P10380,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,Wall,sqm,sqm,,Real Time (automated),1,1,
