id,bom_id/id,product_id,product_qty_formula,product_uom
mrp.template_slipjoint_std_ahu_line1,mrp.template_slipjoint_std_ahu,[SP05042],((14+line.W)<=457) and (line.mat_joint_choices.code in ('NN')) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='OW') and (457*line.L/1000000*2.55*2) or 0.0,pcs
mrp.template_slipjoint_std_ahu_line2,mrp.template_slipjoint_std_ahu,[SP05043],((14+line.W)>457 and (14+line.W)<=610) and (line.mat_joint_choices.code in ('NN')) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='OW') and (610*line.L/1000000*2.55*2) or 0.0,pcs
mrp.template_slipjoint_std_ahu_line3,mrp.template_slipjoint_std_ahu,[SP05042],((14+line.W)>610 and (14+line.W)<=914) and (line.mat_joint_choices.code in ('NN')) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='OW') and (914*line.L/1000000*2.55*2) or 0.0,pcs
mrp.template_slipjoint_std_ahu_line4,mrp.template_slipjoint_std_ahu,[SP05043],((14+line.W)>914) and (line.mat_joint_choices.code in ('NN')) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='OW') and (1219*line.L/1000000*2.55*2) or 0.0,pcs
mrp.template_slipjoint_std_ahu_line5,mrp.template_slipjoint_std_ahu,[SP05042],((14+line.W)<=457) and (line.mat_joint_choices.code in ('NN')) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='OW') and (457*line.L/1000000*2.55) or 0.0,pcs
mrp.template_slipjoint_std_ahu_line6,mrp.template_slipjoint_std_ahu,[SP05041],((14+line.W)<=457) and (line.mat_joint_choices.code in ('NN')) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='OW') and (457*line.L/1000000*2.73) or 0.0,kg
mrp.template_slipjoint_std_ahu_line7,mrp.template_slipjoint_std_ahu,[SP05043],((14+line.W)>457 and (14+line.W)<=610) and (line.mat_joint_choices.code in ('NN')) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='OW') and (610*line.L/1000000*2.55) or 0.0,pcs
mrp.template_slipjoint_std_ahu_line8,mrp.template_slipjoint_std_ahu,[SP05040],((14+line.W)>457 and (14+line.W)<=610) and (line.mat_joint_choices.code in ('NN')) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='OW') and (610*line.L/1000000*2.73) or 0.0,kg
mrp.template_slipjoint_std_ahu_line9,mrp.template_slipjoint_std_ahu,[SP05042],((14+line.W)>610 and (14+line.W)<=914) and (line.mat_joint_choices.code in ('NN')) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='OW') and (914*line.L/1000000*2.55) or 0.0,pcs
mrp.template_slipjoint_std_ahu_line10,mrp.template_slipjoint_std_ahu,[SP05041],((14+line.W)>610 and (14+line.W)<=914) and (line.mat_joint_choices.code in ('NN')) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='OW') and (914*line.L/1000000*2.73) or 0.0,kg
mrp.template_slipjoint_std_ahu_line11,mrp.template_slipjoint_std_ahu,[SP05043],((14+line.W)>914) and (line.mat_joint_choices.code in ('NN')) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='OW') and (1219*line.L/1000000*2.55) or 0.0,pcs
