id,name_notused,name,ref,property_payment_term,credit_limit,is_company,customer,supplier,parent_id,type,use_parent_address,street,street2,zip,city,country_id,phone,mobile,fax,email,category_id/id,website,comment,user_id
res_partner_cust_165,บริษัท โมดูลาร์เอ็นจิเนียร์โปรดักส์ซัพพลาย จำกัด,"Modular Engineering Product Supply Co.,Ltd.",,30 Days,500000,TRUE,TRUE,FALSE,,Default,FALSE,39/13-16 ชั้น 4 ห้อง D ซอย สวนพลู ถ.สาทร,แขวง ทุ่งมหาเมฆ เขต สาทร,10270,กรุงเทพมหานคร,Thailand,0-2755-0779,,0-2755-0780,,,,,Dusit T.
res_partner_cust_166,ห้างหุ้นส่วนจำกัด เอ็ม.เอส.โคลด์รูม แอนด์ คลีนรูม,"M.S.Coldroom & Cleanroom Ltd.,Part.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,530/5 หมู่ 11 ถ.นวมินทร์,แขวง คันนายาว เขต คันนายาว,10230,กรุงเทพมหานคร,Thailand,,08-7612-1751,0-2944-0324,,,,,Chairat S.
res_partner_cust_167,บริษัท พี เอ็ม เอส โปรดักส์ จำกัด,"PMS Product Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,551/32-34 ซอย สรรค์สุข ถ.สาธุประดิษฐ์,แขวง ช่องนนทรี เขต ยานนาวา,10120,กรุงเทพมหานคร,Thailand,0-2284-2159-62,,0-2294-6068,,,,,Chairat S.
res_partner_cust_168,ห้างหุ้นส่วนจำกัด เอ็ม เอ็ม ซี,"MMC Ltd.,Part.",,7 Days,,TRUE,TRUE,FALSE,,Default,FALSE,38/18 หมู่ 9 ถ.สุขประยูร,แขวง นาป่า เขต เมือง,20000,ชลบุรี,Thailand,,,,,,,,Chatchai T.
res_partner_cust_169,ห้างหุ้นส่วนจำกัด เอ็ม เอ็ม ซี (Invoice),"MMC Ltd.,Part. (Invoice)",,,,FALSE,TRUE,FALSE,ห้างหุ้นส่วนจำกัด เอ็ม เอ็ม ซี,Invoice,FALSE,25/142 หมู่ 12 ถ.เพชรเกษม,แขวง หนองค้างพลู เขต หนองแขม,,กรุงเทพมหานคร,Thailand,,,,,,,,Chatchai T.
res_partner_cust_170,บริษัท เอ็ม เอ็ม ที เซอร์วิส จำกัด,"MMT Service Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,11/4 หมู่ 4,แขวง โคกช้าง เขต บางไทร,13190,พระนครศรีอยุธยา,Thailand,0-3571-8459,,"0-3571-8433, 0-3571-8459",,,,,Dusit T.
res_partner_cust_171,บริษัท โมดูล่า กรุ๊ป (ไทยแลนด์) จำกัด,"Modular Group (Thailand) Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,455/64 หมู่ 1,แขวง บางบ่อ เขต บางบ่อ,10560,สมุทรปราการ,Thailand,0-2721-3544,,0-2721-3545,,,,,Surasak S.
res_partner_cust_172,บริษัท โมเดอร์นฟอร์ม เฮลท์แอนด์แคร์ จำกัด,"Modernform Health & Care Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,699 อาคาร โมเดอร์นฟอร์มทาวเวอร์ ถ.ศรีนครินทร์,แขวง สวนหลวง เขต สวนหลวง,10250,กรุงเทพมหานคร,Thailand,0-2722-8033-5,,0-2722-8032,,,,,Weeranuwat S.
res_partner_cust_173,บริษัท มหาจักรไกร เอ็นจิเนียริ่ง จำกัด,"Mahajakgai Engineering Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,3/47 หมู่ 9,แขวง ลำลูกกา เขต ลำลูกกา,12150,ปทุมธานี,Thailand,0-2905-2030-1,,0-2905-2031,,,,,Weeranuwat S.
res_partner_cust_174,บริษัท เมเจอร์ แอร์คอนดิชั่นนิ่ง จำกัด,"Major Air Conditioning Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,89 หมู่ 11 ถ.เทพารักษ์,แขวง บางปลา เขต บางพลี,10540,สมุทรปราการ,Thailand,0-2185-7254-55,,0-2185-7256,,,,,Surasak S.
res_partner_cust_175,บริษัท มาเยคาว่า (ประเทศไทย) จำกัด,"Mayekawa (Thailand) Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,2/3 หมู่ 14 อาคาร บางนาทาวเวอร์ อาคารเอ ชั้น 9 ถ.บางนา-ตราด,แขวง บางแก้ว เขต บางพลี,10540,สมุทรปราการ,Thailand,0-2751-9610-7,,0-2751-9565-6,,,,,Chatchai T.
res_partner_cust_176,บริษัท แมคโครฟาร์ จำกัด,"Macrophar Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,89 ซอย พัฒนาการ 20 แยก 4 ถ.พัฒนาการ,แขวง สวนหลวง เขต สวนหลวง,10250,กรุงเทพมหานคร,Thailand,0-2314-6671,,0-2318-6091,,,,,Chatchai T.
res_partner_cust_177,บริษัท มีนา แอสโซซิเอทส์ จำกัด,"Mena Associate Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,779 ถ.สุขุมวิท 103,แขวง บางจาก เขต พระโขนง,10250,กรุงเทพมหานคร,Thailand,0-2729-7900-1,,0-2729-7903,,,,,Weeranuwat S.
res_partner_cust_178,ณัฐวุฒิการช่าง,ณัฐวุฒิการช่าง,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,101/86 หมู่ 7,แขวง บางพลีใหญ่ เขต บางพลี,10540,สมุทรปราการ,Thailand,,,,,,,,Chairat S.
res_partner_cust_179,บริษัท นิวเทค ซีสเต็มส์ ดีเวล็อปเมนท์ จำกัด,"Newtech Systems Development Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,1/740 หมู่ 17,แขวง คูคต เขต ลำลูกกา,12130,ปทุมธานี,Thailand,0-2532-4800-2,,0-2533-8488,,,,,Chairat S.
res_partner_cust_180,บริษัท ณัฐธน จำกัด,"Nutthathon Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,43 อาคาร พิทักษ์คอร์ทชั้นล่าง ซอย อรรถการประสิทธิ์ ถ.สาทรใต้,แขวง ทุ่งมหาเมฆ เขต สาทร,10120,กรุงเทพมหานคร,Thailand,0-2411-1693,,0-2411-1693,,,,,Surasak S.
res_partner_cust_181,บริษัท โนวา เมดิซีน จำกัด,NOVA Medicine Company Limited.,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,20/1 หมู่ 3 ถ.เทศบาล 1,แขวง บ้านฉาง เขต เมือง,,ปทุมธานี,Thailand,,,,,,,,Chairat S.
res_partner_cust_182,บริษัท เอ็น.ซี.เอส เอ็นจิเนียริ่ง จำกัด,"N.C.S Engineering Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,18/7 ซอย ลาดพร้าว 113 ถ.ลาดพร้าว,แขวง คลองจั่น เขต บางกะปิ,10310,กรุงเทพมหานคร,Thailand,0-2704-7051-2,,0-2704-7053,,,,,
res_partner_cust_183,ห้างหุ้นส่วนจำกัด เอ็น ซี เอช อีควิปเมนท์ แอนด์ เซอร์วิส,"Equipment And Service Ltd.,Part.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,63 ถ.จันทรคามพิทักษ์,แขวง สนามจันทร์ เขต เมือง,73000,นครปฐม,Thailand,0-2976-6385,,0-2976-7011,,,,,Weeranuwat S.
res_partner_cust_184,บริษัท เอ็น.เอส.แอล. คอนสตรัคชั่น จำกัด,"N.S.L. Construction Co.,Ltd.",,60 Days,,TRUE,TRUE,FALSE,,Default,FALSE,1447 ซอย ลาดพร้าว 94 ถ.ลาดพร้าว,แขวง วังทองหลาง เขต วังทองหลาง,10310,กรุงเทพมหานคร,Thailand,"0-2934-7215-6, 0-2559-2680-2",,"0-2934-7215-6, 0-2559-2680-2",,,,,Dusit T.
res_partner_cust_185,บริษัท พี.เอม.ฟูด จำกัด,"P.M.Food Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,1 อาคาร พรีเมียร์คอร์ปอเรทปาร์ค ซอย พรีเมียร์ ถ.ศรีนครินทร์,แขวง หนองบอน เขต ประเวศ,10260,กรุงเทพมหานคร,Thailand,0-2301-1794,,0-2748-2080,,,,,Dusit T.
res_partner_cust_186,บริษัท พี.เอส.ฟู้ดโปรดักส์ จำกัด,"P.S.Food Product Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,"949, 941/1999 หมู่ 7 ซอย วิทยุการบิน",แขวง ท้ายบ้านใหม่ เขต เมือง,10280,สมุทรปราการ,Thailand,"0-2709-1063, 0-2709-1959, 0-2323-2055",,"0-2709-1062, 0-2323-3050",,,,,
res_partner_cust_187,บริษัท ปาร์คเกอร์ เอ็นจิเนียริ่ง (ไทยแลนด์) จำกัด,"Parker Engineering (Thailand) Co.,Ltd.",,45 Days,,TRUE,TRUE,FALSE,,Default,FALSE,62 อาคาร ธนิยะ ชั้น 5 ห้อง 501 และ 510 ถ.สีลม,แขวง สุริยวงศ์ เขต บางรัก,10500,กรุงเทพมหานคร,Thailand,"0-2238-4704, 0-2236-0120, 0-2236-7330, 0-2236-3096",,0-2236-0122,,,,,Chairat S.
res_partner_cust_188,บริษัท พี.เอ็น.เอ็นจิเนียริ่ง แอนด์ เทคโนโลยี จำกัด,"P.N. Engineering & Technology Co.,Ltd.",,15 Days,,TRUE,TRUE,FALSE,,Default,FALSE,105/15-16 หมู่ 7,แขวง คลองหนึ่ง เขต คลองหลวง,12120,ปทุมธานี,Thailand,0-2516-5803-5,,0-2902-8902,,,,,Chatchai T.
res_partner_cust_189,บริษัท โปร เทคนิคเชี่ยน แอนด์ เอ็นจิเนียริ่ง จำกัด,"Protechnician & Engineering Co.,Ltd.",,Cash,200000,TRUE,TRUE,FALSE,,Default,FALSE,10/196-197 หมู่ 3 ซอย 28 ถ.พระราม 2,แขวง บางมด เขต จอมทอง,10150,กรุงเทพมหานคร,Thailand,0-2877-1167-8,,0-2877-1169,,,,,Weeranuwat S.
res_partner_cust_190,ห้างหุ้นส่วนจำกัด ปุญญิศา เทคโนโลยี,ห้างหุ้นส่วนจำกัด ปุญญิศา เทคโนโลยี,,Cash,100000,TRUE,TRUE,FALSE,,Default,FALSE,145 หมู่ 6,แขวง คลองมะเดื่อ เขต กระทุ่มแบน,74110,สมุทรสาคร,Thailand,"0-2892-2601, 0-3487-4132",,0-2892-2601,,,,,Chatchai T.
res_partner_cust_191,บริษัท พาตาร์แลบ (2517) จำกัด,"Patar Lab (2517) Co.,Ltd.",,Cash,20000000,TRUE,TRUE,FALSE,,Default,FALSE,51 หมู่ 3 ถ.เลียบคลอง 7 (ธัญบุรี-ลำลูกกา),แขวง บึงคำพร้อย เขต ลำลูกกา,,ปทุมธานี,Thailand,0-2391-2045,,0-2391-2044,,,,,Chairat S.
res_partner_cust_192,บริษัท โปรฟู้ด (ไทย) จำกัด,"Profood (Thai) Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,28/88 หมู่ 1,แขวง โคกขาม เขต เมือง,74000,สมุทรสาคร,Thailand,"0-2663-0430, 0-2259-7620-1",,0-2663-0431,,,,,Chairat S.
res_partner_cust_193,บริษัท แพคโคเมติก จำกัด,"Packomatic Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,296/19 หมู่ 9 ซอย ติวานนท์ 28 ถ.ติวานนท์,แขวง บางกระสอ เขต เมือง,11000,นนทบุรี,Thailand,0-2950-7510-3,,0-2580-3687,,,,,Dusit T.
res_partner_cust_194,บริษัท เภสัชกรรมศรีประสิทธิ์ จำกัด,"Sriprasit Pharma Co., Ltd.",,Cash,20000000,TRUE,TRUE,FALSE,,Default,FALSE,619 ถ.เจริญรัถ,แขวง คลองสาน เขต คลองสาน,10600,กรุงเทพมหานคร,Thailand,0-2437-0343-5,,0-2438-8060,,,,,Dusit T.
res_partner_cust_195,บริษัท พรีม่าแฮม (ไทยแลนด์) จำกัด,"Primaham (Thailand) Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,392 หมู่ 7,แขวง ท่าตูม เขต ศรีมหาโพธิ,25140,ปราจีนบุรี,Thailand,0-3748-1041-6,,0-3748-1048-50,,,,,Chatchai T.
res_partner_cust_196,บริษัท ฟาร์ม่า อินโนว่า จำกัด,"Pharma Innova Co.,Ltd.",,30 Days,2000000,TRUE,TRUE,FALSE,,Default,FALSE,26/19 หมู่ 9,แขวง ท่าแร้ง เขต บางเขน,,กรุงเทพมหานคร,Thailand,0-2532-7181,,0-2532-7019,,,,,Chairat S.
res_partner_cust_197,บริษัท ภูมิวิศว์ เอ็นจิเนียริ่ง จำกัด,"Phoomwis Engineering Co.,Ltd.",,PDC. 30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,230/15 หมู่ 6,แขวง ท่าสะอ้าน เขต บางปะกง,24130,ฉะเชิงเทรา,Thailand,"0-3853-2212, 0-3853-0250",,0-3853-0259,,,,,Surasak S.
res_partner_cust_198,บริษัท แปซิฟิค อลูมินั่ม แอนด์ กลาส จำกัด,บริษัท แปซิฟิค อลูมินั่ม แอนด์ กลาส จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,33 ซอย เลียบฯฝั่งใต้ 5/4,แขวง หนองแขม เขต หนองแขม,,กรุงเทพมหานคร,Thailand,0-2811-33359,,0-2811-3359,,,,,Weeranuwat S.
res_partner_cust_199,บริษัท แปดริ้วเครื่องเย็นเชียงใหม่ (1994) จำกัด,บริษัท แปดริ้วเครื่องเย็นเชียงใหม่ (1994) จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,223 หมู่ 3,แขวง ท่าศาลา เขต เมือง,50000,เชียงใหม่,Thailand,"0-5385-0932-3, 0-5326-00227",,0-5324-0840,,,,,Weeranuwat S.
res_partner_cust_200,บริษัท โพลีไทพ์ เอเชีย แปซิฟิก จำกัด,"Polytype Asia Pacific Co.,Ltd.",,Cash,200000,TRUE,TRUE,FALSE,,Default,FALSE,77 หมู่ 9 ซอย นิคมอุตสาหกรรมเวลโกร์ ถ.บางนา-ตราด,แขวง บางวัว เขต บางปะกง,24180,ฉะเชิงเทรา,Thailand,0-3898-9045-053,,0-3898-9054,,,,,Surasak S.
res_partner_cust_201,บริษัท ปราการ บิวดิ้ง (2008) จำกัด,บริษัท ปราการ บิวดิ้ง (2008) จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,921 ซอย วชิรธรรมสาธิต 57 ถ.สุขุมวิท 101/1,แขวง บางจาก เขต พระโขนง,10260,กรุงเทพมหานคร,Thailand,0-2327-0570,08-9216-2386,0-2327-2570,,,,,Weeranuwat S.
res_partner_cust_202,บริษัท เพียวคีน จำกัด,"Purekeen Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,55/523 หมู่ 5 หมู่บ้านพฤกษลดา,แขวง ลาดสวาย เขต ลำลูกกา,12150,ปทุมธานี,Thailand,0-3526-7820,,0-3526-7811,,,,,Weeranuwat S.
res_partner_cust_203,บริษัท ฟาร์มาแฟค แพลน เทคโนโลยี จำกัด,"Pharmafac Plan Technology Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,199/265 หมู่ 1,แขวง บึงยี่โถ เขต ธัญบุรี,12130,ปทุมธานี,Thailand,,08-6337-0080,,,,,,Dusit T.
res_partner_cust_204,บริษัท พี.เอส.พี. มารีน จำกัด,"P.S.P. Marine Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,119/53 หมู่ 1,แขวง ท่าจีน เขต เมือง,74000,สมุทรสาคร,Thailand,0-3482-1046-7,,0-3482-1048,,,,,Dusit T.
res_partner_cust_205,บริษัท พี.พี.เจ. เอ็นจิเนียริ่ง จำกัด,"P.P.J. Engineering Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,52/50 หมู่ 4 ถ.สุขาประชาสวรรค์,แขวง บางพูด เขต ปากเกร็ด,11120,นนทบุรี,Thailand,0-2583-0396-99,,0-2583-0416,,,,,Dusit T.
res_partner_cust_206,บริษัท ผู้จัดระบบเครื่องอำนวยประโยชน์ จำกัด,บริษัท ผู้จัดระบบเครื่องอำนวยประโยชน์ จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,437/5 หมู่ 21 ถ.มิตรภาพ,แขวง ศิลา เขต เมือง,40000,ขอนแก่น,Thailand,0-4324-7466-7,,0-4324-7464,,,,,Surasak S.
res_partner_cust_207,บริษัท ผู้จัดระบบเครื่องอำนวยประโยชน์ จำกัด (Shipping),บริษัท ผู้จัดระบบเครื่องอำนวยประโยชน์ จำกัด (Factory),,,,FALSE,TRUE,FALSE,บริษัท ผู้จัดระบบเครื่องอำนวยประโยชน์ จำกัด,Shipping,FALSE,49/554 หมู่ 4 ถ.เสรีไทย,แขวง คลองกุ่ม เขต บึงกุ่ม,,กรุงเทพมหานคร,Thailand,,,,,,,,Surasak S.
res_partner_cust_208,บริษัท คิว.ที.ที. จำกัด,"Q.T.T. Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,801/127-128 หมู่ 8 ซอย หมู่บ้านวังทองเทรดเซ็นเตอร์ ถ.พหลโยธิน,แขวง คูคต เขต ลำลูกกา,12130,ปทุมธานี,Thailand,0-2900-6900-4,,0-2900-6905,,,,,Chairat S.
res_partner_cust_209,บริษัท คิวด็อท ซีสเต็ม เทคโนโลยี จำกัด,"Q-Dot System Technology Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,50/1200-1201 หมู่ 9 หมู่บ้านเมืองทองธานี ซี 12 แยก 1 ถ.บอนด์สตีท,แขวง บางพูด เขต ปากเกร็ด,11120,นนทบุรี,Thailand,0-2960-0133-5,,0-2960-2200,,,,,Dusit T.
res_partner_cust_210,บริษัท คิว.เอ็ม แอร์ เอ็นจิเนียริ่ง เซอร์วิส จำกัด,"Q.M Air Engineering Service Co.,Ltd.",,PDC. 30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,555/21 ซอย อ่อนนุช 65-67 ถ.อ่อนนุช,แขวง ประเวศ เขต ประเวศ,10250,กรุงเทพมหานคร,Thailand,0-2720-0274-8,,0-2720-0103,,,,,Weeranuwat S.
res_partner_cust_211,บริษัท รังสิต โปรเฟสชั่นแนล แอพไพรแอนซ์ เซอร์วิส จำกัด,"Rangsit Professional Appliance Service Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,"53, 55 รังสิต-นครนายก 27 ซอย 1",แขวง ประชาธิปัตย์ เขต ธัญบุรี,12130,ปทุมธานี,Thailand,0-2996-2571-3,,0-2996-2578,,,,,Surasak S.
res_partner_cust_212,บริษัท รีเนาน์ เทคนิคอล จำกัด,"Renown Technical Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,"3811, 3813 ถ.พระราม 4",แขวง พระโขนง เขต คลองเตย,10110,กรุงเทพมหานคร,Thailand,0-2185-4333,,0-2333-1235,,,,,Dusit T.
res_partner_cust_213,บริษัท อาร์เอ็นอาร์ เอ็นจิเนียริ่ง จำกัด,"R.N.R. Engineering Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,46/32 หมู่ 7 ถ.ราษฎร์อุทิศ,แขวง แสนแสบ เขต มีนบุรี,10510,กรุงเทพมหานคร,Thailand,0-2989-0982,08-1347-6119,0-2989-1005,,,,,Weeranuwat S.
res_partner_cust_214,บริษัท อาร์เอ็กซ์ แมนูแฟคเจอริ่ง จำกัด,"R.X. Manufacturing Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,76 หมู่ 10,แขวง นราภิรมย์ เขต บางเลน,73130,นครปฐม,Thailand,0-3429-8117-120,,0-3429-8117-120,,,,,Chairat S.
res_partner_cust_215,บริษัท ริว่าโคลด์ (นอร์ธเธิร์น) จำกัด,"Rivacold (Northern) Co.,Ltd.",,30 Days,500000,TRUE,TRUE,FALSE,,Default,FALSE,332/27 หมู่ 2,แขวง หนองจ๊อม เขต สันทราย,50210,เชียงใหม่,Thailand,0-5326-6240-1,,0-5326-6177,,,,,Weeranuwat S.
res_partner_cust_216,บริษัท รวมนครก่อสร้าง (ประเทศไทย) จำกัด,"R.N.C (Thailand) Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,21/139 ซอย ลาดพร้าว 15,แขวง จอมพล เขต จตุจักร,10900,กรุงเทพมหานคร,Thailand,0-2938-6868,,0-2938-7562,,,,,Chatchai T.
res_partner_cust_217,บริษัท ซาโต้ โคเกียว กรุงเทพ จำกัด,"SATO KOGYO BANGKOK CO.,LTD.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,21/99 ไทยวาทาวเวอร์ 2 ชั้น 14 ถ.สาทรใต้,แขวง ทุ่งมหาเมฆ เขต สาทร,10120,กรุงเทพมหานคร,Thailand,0-2679-1405-10,,0-2679-1411,,,,,Dusit T.
res_partner_cust_218,บริษัท สปริงคูล จำกัด,"Spring Cool Co.,Ltd.",,60 Days,,TRUE,TRUE,FALSE,,Default,FALSE,265/395 ซอย ทวีวัฒนา ถ.สาธุประดิษฐ์,แขวง ช่องนนทรี เขต ยานนาวา,10120,กรุงเทพมหานคร,Thailand,"0-2212-8360-1, 0-2674-0563-6",,0-2212-7126,,,,,Dusit T.
res_partner_cust_219,บริษัท โซเลยู (ไทยแลนด์) จำกัด,"Soleil (Thailand) Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,6/1 หมู่ 7,แขวง บางพระ เขต ศรีราชา,20210,ชลบุรี,Thailand,0-3829-8362-4,,0-3829-8361,,,,,
res_partner_cust_220,บริษัท เอส เอ็ม ไอ รีฟริกเจอเรชั่น จำกัด,"SMI Refrigeration Co.,Ltd.",,Cash,100000,TRUE,TRUE,FALSE,,Default,FALSE,20/6 หมู่ 8 ซอย พหลโยธิน 30 ถ.พหลโยธิน,แขวง จันทรเกษม เขต จตุจักร,10900,กรุงเทพมหานคร,Thailand,0-2941-9500-1,,0-2941-5207,,,,,Chatchai T.
res_partner_cust_221,บริษัท สยาม ซันซุย จำกัด,"Siam Sunsui Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,36 หมู่ 4,แขวง บ่อวิน เขต ศรีราชา,20230,ชลบุรี,Thailand,0-2398-8564,,0-2398-8564,,,,,Dusit T.
res_partner_cust_222,บริษัท สองสมาน จำกัด,"Songsaman Co.,Ltd.",,7 Days,,TRUE,TRUE,FALSE,,Default,FALSE,2102/46 ถ.รามคำแหง,แขวง หัวหมาก เขต บางกะปิ,,กรุงเทพมหานคร,Thailand,0-2374-9258,,0-2374-9258,,,,,Dusit T.
res_partner_cust_223,บริษัท แสงชัย รีฟริเจอเรชั่น จำกัด,"Sang Chai Refrigeration Co.,Ltd.",,60 Days,,TRUE,TRUE,FALSE,,Default,FALSE,283 ถ.หลานหลวง,แขวง วัดโสมนัส เขต ป้อมปราบศรัตรูพ่าย,10100,กรุงเทพมหานคร,Thailand,"0-2628-2600, 0-2280-3444",,"0-2628-0484-5, 0-2280-0352",,,,,Visak T.
res_partner_cust_224,บริษัท สยามแพนเทค เอ็นจิเนียริ่ง จำกัด,"Siam Pantech Engineering Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,92/3 ซอย อาคารสงเคราะห์,แขวง ทุ่งมหาเมฆ เขต สาทร,10120,กรุงเทพมหานคร,Thailand,0-2676-1490-2,,0-2286-1052,,,,,Somboon T.
res_partner_cust_225,บริษัท ซันโย เอส.เอ็ม.ไอ. (ประเทศไทย) จำกัด,"Sanyo SMI (Thailand) Co.,Ltd.",,60 Days,,TRUE,TRUE,FALSE,,Default,FALSE,"50, 52 ซอย รามอินทรา 64 ถ.รามอินทรา กม. 10",แขวง คันนายาว เขต คันนายาว,10230,กรุงเทพมหานคร,Thailand,"0-2918-0550, 0-2918-0515",,,,,,,Dusit T.
res_partner_cust_226,บริษัท เอส พลัส ซิสเทมส์ จำกัด,"S Plus System Co.,Ltd.",,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,77/6 หมู่ 4,แขวง บางแก้ว เขต บางพลี,10540,สมุทรปราการ,Thailand,0-2753-7563-65,,0-2753-7566,,,,,Visak T.
res_partner_cust_227,บริษัท ซินโกะ แอร์ คอนดิชันนิ่ง (ประเทศไทย) จำกัด,"Sinko Air Conditioning (Thailand) Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,134/1 หมู่ 1 นิคมอุตสาหกรรมไฮเทค,แขวง บ้านโพ เขต บางปะอิน,13160,พระนครศรีอยุธยา,Thailand,0-3531-4009-12,,0-3531-4013,,,,,Surasak S.
res_partner_cust_228,บริษัท เซฟ-ที-เซลล์ แอนด์ เซอร์วิส จำกัด,Safe-T- Sales And Service Co Ltd,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,36/14 ถ.งามวงศ์วาน,แขวง ลาดยาว เขต จตุจักร,10900,กรุงเทพมหานคร,Thailand,"0-2589-1268-9, 0-2589-1320-1",,0-2589-2542,,,,,Dusit T.
res_partner_cust_229,บริษัท ศิวกร ซี แอนด์ อี จำกัด,"Sivakorn C & E Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,54 หมู่ 3 ถ.รังสิต-นครนายก,แขวง บึงยี่โถ เขต ธัญบุรี,12130,ปทุมธานี,Thailand,0-2577-1398,,0-2577-2503,,,,,Surasak S.
res_partner_cust_230,บริษัท ศิวะพรอินเตอร์เทคโนโลยี จำกัด,"Sivaporn Intertechnology Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,102 ซอย รามอินทรา 64,แขวง คันนายาว เขต คันนายาว,10230,กรุงเทพมหานคร,Thailand,0-2918-1971-4,,0-2918-1975,,,,,Dusit T.
res_partner_cust_231,บริษัท สตาร์วอลล์ จำกัด,"Star Wall Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,98/32 หมู่ 6 ซอย เอกชัย 64 ถ.เอกชัย,แขวง บางบอน เขต บางบอน,10150,กรุงเทพมหานคร,Thailand,0-2415-9306,,0-2415-8707,,,,,Weeranuwat S.
res_partner_cust_232,บริษัท สกิล ดิเวลลอปเมนท์ จำกัด,"Skill Development Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,109 หมู่ 7 ถ.กิ่งแก้ว-บางพลี,แขวง บางพลีใหญ่ เขต บางพลี,10540,สมุทรปราการ,Thailand,"0-2751-1256, 0-2751-1257",,0-2751-1258,,,,,Chatchai T.
res_partner_cust_233,บริษัท ชิบุซัน (ไทยแลนด์) จำกัด,"Shibusan (Thailand) Co.,Ltd.",,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,108 หมู่ 2,แขวง ท้ายเกาะ เขต สามโคก,10216,ปทุมธานี,Thailand,"0-2978-8708, 0-2978-8503",,0-2978-8505,,,,,Dusit T.
res_partner_cust_234,บริษัท สยามเภสัช จำกัด,"Siam Bheasach Co.,Ltd.",,90 Days,,TRUE,TRUE,FALSE,,Default,FALSE,123 ซอย โชคชัยร่วมมิตร ถ.วิภาวดีรังสิต,แขวง จอมพล เขต จตุจักร,10900,กรุงเทพมหานคร,Thailand,0-2690-0360-8,,"0-2275-2223, 0-2276-2459",,,,,Chairat S.
