id,name,description_sale,description_purchase,default_code,partner_id,tag_ids,sale_ok,purchase_ok,type,procure_method,supply_method,list_price,cost_method,standard_price,categ_id,uom_id,uom_po_id,description,valuation,standard_price,list_price,qty_available
product_cold_116,Ceiling T50 PU.Foam Alpine SlipJoint CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_117,Ceiling T50 PU.Foam OffWhite SpeedLock ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_118,Ceiling T50 PU.Foam Alpine SpeedLock ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_119,Ceiling T50 PU.Foam OffWhite SlipJoint ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_120,Ceiling T50 PU.Foam Alpine SlipJoint ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_121,Ceiling T75 PU.Foam OffWhite SpeedLock CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_122,Ceiling T75 PU.Foam Alpine SpeedLock CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_123,Ceiling T75 PU.Foam OffWhite SlipJoint CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_124,Ceiling T75 PU.Foam Alpine SlipJoint CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_125,Ceiling T75 PU.Foam OffWhite SpeedLock CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_126,Ceiling T75 PU.Foam Alpine SpeedLock CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_127,Ceiling T75 PU.Foam OffWhite SlipJoint CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_128,Ceiling T75 PU.Foam Alpine SlipJoint CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_129,Ceiling T75 PU.Foam OffWhite SpeedLock ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_130,Ceiling T75 PU.Foam Alpine SpeedLock ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_131,Ceiling T75 PU.Foam OffWhite SlipJoint ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_132,Ceiling T75 PU.Foam Alpine SlipJoint ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_133,Ceiling T100 PU.Foam OffWhite SpeedLock CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_134,Ceiling T100 PU.Foam Alpine SpeedLock CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_135,Ceiling T100 PU.Foam OffWhite SlipJoint CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_136,Ceiling T100 PU.Foam Alpine SlipJoint CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_137,Ceiling T100 PU.Foam OffWhite SpeedLock CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_138,Ceiling T100 PU.Foam Alpine SpeedLock CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_139,Ceiling T100 PU.Foam OffWhite SlipJoint CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_140,Ceiling T100 PU.Foam Alpine SlipJoint CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_141,Ceiling T100 PU.Foam OffWhite SpeedLock ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_142,Ceiling T100 PU.Foam Alpine SpeedLock ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_143,Ceiling T100 PU.Foam OffWhite SlipJoint ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_144,Ceiling T100 PU.Foam Alpine SlipJoint ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_145,Ceiling T125 PU.Foam OffWhite SpeedLock CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_146,Ceiling T125 PU.Foam Alpine SpeedLock CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_147,Ceiling T125 PU.Foam OffWhite SlipJoint CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_148,Ceiling T125 PU.Foam Alpine SlipJoint CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_149,Ceiling T125 PU.Foam OffWhite SpeedLock CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_150,Ceiling T125 PU.Foam Alpine SpeedLock CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_151,Ceiling T125 PU.Foam OffWhite SlipJoint CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_152,Ceiling T125 PU.Foam Alpine SlipJoint CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_153,Ceiling T125 PU.Foam OffWhite SpeedLock ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_154,Ceiling T125 PU.Foam Alpine SpeedLock ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_155,Ceiling T125 PU.Foam OffWhite SlipJoint ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_156,Ceiling T125 PU.Foam Alpine SlipJoint ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_157,Ceiling T150 PU.Foam OffWhite SpeedLock CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_158,Ceiling T150 PU.Foam Alpine SpeedLock CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_159,Ceiling T150 PU.Foam OffWhite SlipJoint CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_160,Ceiling T150 PU.Foam Alpine SlipJoint CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_161,Ceiling T150 PU.Foam OffWhite SpeedLock CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_162,Ceiling T150 PU.Foam Alpine SpeedLock CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_163,Ceiling T150 PU.Foam OffWhite SlipJoint CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_164,Ceiling T150 PU.Foam Alpine SlipJoint CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_165,Ceiling T150 PU.Foam OffWhite SpeedLock ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_166,Ceiling T150 PU.Foam Alpine SpeedLock ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_167,Ceiling T150 PU.Foam OffWhite SlipJoint ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_168,Ceiling T150 PU.Foam Alpine SlipJoint ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_169,Floor T25 Plywood (T) xx mm. Inside Panel,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_170,Floor T42 Plywood (T) xx mm. Inside Panel,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_171,Floor T50 Plywood (T) xx mm. Inside Panel,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_172,Floor T75 Plywood (T) xx mm. Inside Panel,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_173,Floor T100 Plywood (T) xx mm. Inside Panel,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_174,Floor T125 Plywood (T) xx mm. Inside Panel,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_175,Floor T150 Plywood (T) xx mm. Inside Panel,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_176,Floor T25 Aluminium checker plate (T) xx mm.,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_177,Floor T42 Aluminium checker plate (T) xx mm.,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_178,Floor T50 Aluminium checker plate (T) xx mm.,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_179,Floor T75 Aluminium checker plate (T) xx mm.,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_180,Floor T100 Aluminium checker plate (T) xx mm.,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_181,Floor T125 Aluminium checker plate (T) xx mm.,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_182,Floor T150 Aluminium checker plate (T) xx mm.,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_183,Floor insulation T25 Polyurethane foam (T) xx mm.,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_184,Floor insulation T42 Polyurethane foam (T) xx mm.,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_185,Floor insulation T50 Polyurethane foam (T) xx mm.,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_186,Floor insulation T75 Polyurethane foam (T) xx mm.,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_187,Floor insulation T100 Polyurethane foam (T) xx mm.,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_188,Floor insulation T125 Polyurethane foam (T) xx mm.,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_189,Floor insulation T150 Polyurethane foam (T) xx mm.,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_190,Room lamp (Water proof type),,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,set,set,,Real Time (automated),1,1,
product_cold_191,"Single swing door (3 Frame) Size: (W) ??? x (H) ?,??? x (T) ?? mm.",,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,set,set,,Real Time (automated),1,1,
product_cold_192,"Single swing door (4 Frame) Size: (W) ??? x (H) ?,??? x (T) ?? mm.",,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,set,set,,Real Time (automated),1,1,
product_cold_193,"Double swing door (3 Frame) Size: (W) ??? x (H) ?,??? x (T) ?? mm.",,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,set,set,,Real Time (automated),1,1,
product_cold_194,"Double swing door (4 Frame) Size: (W) ??? x (H) ?,??? x (T) ?? mm.",,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,set,set,,Real Time (automated),1,1,
product_cold_195,"Single sliding door (3 Frame) Size: (W) ??? x (H) ?,??? x (T) ?? mm.",,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,set,set,,Real Time (automated),1,1,
product_cold_196,"Single sliding door (4 Frame) Size: (W) ??? x (H) ?,??? x (T) ?? mm.",,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,set,set,,Real Time (automated),1,1,
product_cold_197,"Double sliding door (3 Frame) Size: (W) ??? x (H) ?,??? x (T) ?? mm.",,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,set,set,,Real Time (automated),1,1,
product_cold_198,"Double sliding door (4 Frame) Size: (W) ??? x (H) ?,??? x (T) ?? mm.",,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,set,set,,Real Time (automated),1,1,
product_cold_199,PVC Strip curtain,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_200,Pressure relief port,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,set,set,,Real Time (automated),1,1,
product_cold_201,Steel base for Cold Room,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_202,"Other fitting parts (Silicone, bolt, nut, washer, rivet & etc.)",,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_203,Floor heater with Thermostat,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,set,set,,Real Time (automated),1,1,
product_cold_204,Surface : Stainless 2 side,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_205,Surface : Stainless 1 side,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_206,Surface door : Stainless 2 side,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_207,Surface door : Stainless 1 side,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_clean_1,Wall T25 PU.Foam Color steel sheet/Color steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1200,1200,
product_clean_2,Wall T25 PU.Foam Color steel sheet/Galvanized steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1150,1150,
product_clean_3,Wall T25 PU.Foam Galvanized steel sheet/Galvanized steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1150,1150,
product_clean_4,Wall T25 PU.Foam Stainless steel 304/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),2700,2700,
product_clean_5,Wall T25 PU.Foam Color steel sheet/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1950,1950,
product_clean_6,Wall T25 PU.Foam Galvanized steel sheet/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1900,1900,
product_clean_7,Wall T42 PU.Foam Color steel sheet/Color steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1350,1350,
product_clean_8,Wall T42 PU.Foam Color steel sheet/Galvanized steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1300,1300,
product_clean_9,Wall T42 PU.Foam Galvanized steel sheet/Galvanized steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1250,1250,
product_clean_10,Wall T42 PU.Foam Stainless steel 304/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),2850,2850,
product_clean_11,Wall T42 PU.Foam Color steel sheet/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),2100,2100,
product_clean_12,Wall T42 PU.Foam Galvanized steel sheet/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),2050,2050,
product_clean_13,Wall T50 PU.Foam Color steel sheet/Color steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1540,1540,
product_clean_14,Wall T50 PU.Foam Color steel sheet/Galvanized steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1500,1500,
product_clean_15,Wall T50 PU.Foam Galvanized steel sheet/Galvanized steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1450,1450,
product_clean_16,Wall T50 PU.Foam Stainless steel 304/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),3040,3040,
product_clean_17,Wall T50 PU.Foam Color steel sheet/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),2290,2290,
product_clean_18,Wall T50 PU.Foam Galvanized steel sheet/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),2250,2250,
product_clean_19,Wall T75 PU.Foam Color steel sheet/Color steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1900,1900,
product_clean_20,Wall T75 PU.Foam Color steel sheet/Galvanized steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1850,1850,
product_clean_21,Wall T75 PU.Foam Galvanized steel sheet/Galvanized steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1800,1800,
product_clean_22,Wall T75 PU.Foam Stainless steel 304/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),3400,3400,
product_clean_23,Wall T75 PU.Foam Color steel sheet/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),2650,2650,
product_clean_24,Wall T75 PU.Foam Galvanized steel sheet/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),2600,2600,
product_clean_25,Wall T100 PU.Foam Color steel sheet/Color steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),2000,2000,
product_clean_26,Wall T100 PU.Foam Color steel sheet/Galvanized steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1900,1900,
product_clean_27,Wall T100 PU.Foam Galvanized steel sheet/Galvanized steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1850,1850,
product_clean_28,Wall T100 PU.Foam Stainless steel 304/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),3500,3500,
product_clean_29,Wall T100 PU.Foam Color steel sheet/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),2750,2750,
product_clean_30,Wall T100 PU.Foam Galvanized steel sheet/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),2650,2650,
product_clean_31,Wall T125 PU.Foam Color steel sheet/Color steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_clean_32,Wall T125 PU.Foam Color steel sheet/Galvanized steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_clean_33,Wall T125 PU.Foam Galvanized steel sheet/Galvanized steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_clean_34,Wall T125 PU.Foam Stainless steel 304/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_clean_35,Wall T125 PU.Foam Color steel sheet/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_clean_36,Wall T125 PU.Foam Galvanized steel sheet/Stainless steel 304,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_clean_37,Wall T150 PU.Foam Color steel sheet/Color steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_clean_38,Wall T150 PU.Foam Color steel sheet/Galvanized steel sheet,,,,,Clean Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
