id,name,description_sale,description_purchase,default_code,partner_id,tag_ids,sale_ok,purchase_ok,type,procure_method,supply_method,list_price,cost_method,standard_price,categ_id,uom_id,uom_po_id,description,valuation,standard_price,list_price,qty_available
product_cold_90,Ceiling T25 PU.Foam Alpine SpeedLock CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_91,Ceiling T25 PU.Foam OffWhite SlipJoint CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_92,Ceiling T25 PU.Foam Alpine SlipJoint CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_93,Ceiling T25 PU.Foam OffWhite SpeedLock ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_94,Ceiling T25 PU.Foam Alpine SpeedLock ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_95,Ceiling T25 PU.Foam OffWhite SlipJoint ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_96,Ceiling T25 PU.Foam Alpine SlipJoint ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_97,Ceiling T42 PU.Foam OffWhite SpeedLock CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_98,Ceiling T42 PU.Foam Alpine SpeedLock CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_99,Ceiling T42 PU.Foam OffWhite SlipJoint CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_100,Ceiling T42 PU.Foam Alpine SlipJoint CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_101,Ceiling T42 PU.Foam OffWhite SpeedLock CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_102,Ceiling T42 PU.Foam Alpine SpeedLock CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_103,Ceiling T42 PU.Foam OffWhite SlipJoint CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_104,Ceiling T42 PU.Foam Alpine SlipJoint CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_105,Ceiling T42 PU.Foam OffWhite SpeedLock ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_106,Ceiling T42 PU.Foam Alpine SpeedLock ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_107,Ceiling T42 PU.Foam OffWhite SlipJoint ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_108,Ceiling T42 PU.Foam Alpine SlipJoint ST/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_109,Ceiling T50 PU.Foam OffWhite SpeedLock CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_110,Ceiling T50 PU.Foam Alpine SpeedLock CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_111,Ceiling T50 PU.Foam OffWhite SlipJoint CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_112,Ceiling T50 PU.Foam Alpine SlipJoint CB/CB,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_113,Ceiling T50 PU.Foam OffWhite SpeedLock CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_114,Ceiling T50 PU.Foam Alpine SpeedLock CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
product_cold_115,Ceiling T50 PU.Foam OffWhite SlipJoint CB/ST,,,,,Cold Room,TRUE,FALSE,Service,Make to Order,Manufacture,,Standard Price,,All products,sqm.,sqm.,,Real Time (automated),1,1,
