id,name,code,parent_id/id,type,user_type/id,reconcile
coa_sqp_201432,ค่าจ้างเหมาค้างจ่าย,201432,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_201433,ค่าทำบัญชีค้างจ่าย,201433,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_201434,ค่าที่ปรึกษาค้างจ่าย,201434,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_201435,ค่าใช้จ่ายค้างจ่ายอื่น,201435,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_201436,ค่าสอบบัญชีค้างจ่าย,201436,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_201438,ค่าใช้จ่ายยานพาหนะค้างจ่าย,201438,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_201439,ค่าอบรมสัมมนาค้างจ่าย,201439,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_201440,เงินเดือนค้างจ่าย,201440,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_201450,ภาษีขาย,201450,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_201460,ภาษีขายยังไม่ถึงกำหนด,201460,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_201470,ภาษีหัก ณ ที่จ่ายค้างจ่าย,201470,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_201480,ภาษีเงินได้นิติบุคคลค้างจ่าย,201480,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_201490,หนี้สินหมุนเวียนอื่น ๆ,201490,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_201491,เงินมัดจำที่เรียกคืนได้,201491,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_201492,เจ้าหนี้กรมสรรพากร,201492,coa_sqp_2014,Regular,account.data_account_type_liability,FALSE
coa_sqp_206,หนี้สินไม่หมุนเวียน,206,coa_sqp_200,View,account.data_account_type_view,FALSE
coa_sqp_2021,เงินกู้ยืมระยะยาว,2021,coa_sqp_206,View,account.data_account_type_view,FALSE
coa_sqp_202110,เงินกู้ยืมจากรรมการ,202110,coa_sqp_2021,Regular,account.data_account_type_liability,FALSE
coa_sqp_202112,เงินกู้ยืมระยะยาวอื่น ๆ,202112,coa_sqp_2021,Regular,account.data_account_type_liability,FALSE
coa_sqp_202114,เจ้าหนี้ยานพาหนะ-ส่วนที่ยังไม่ถึงกำหนดชำระ,202114,coa_sqp_2021,Regular,account.data_account_type_liability,FALSE
coa_sqp_208,ส่วนของผู้ถือหุ้น,208,coa_sqp_20,View,account.data_account_type_view,FALSE
coa_sqp_301110,ทุน-หุ้นสามัญ,301110,coa_sqp_208,Regular,account.conf_account_type_equity,FALSE
coa_sqp_3012,กำไร(ขาดทุน)สะสม,3012,coa_sqp_208,View,account.data_account_type_view,FALSE
coa_sqp_301210,กำไร(ขาดทุน)สะสม,301210,coa_sqp_3012,Regular,account.conf_account_type_equity,FALSE
coa_sqp_301220,กำไร(ขาดทุน)สุทธิ,301220,coa_sqp_3012,Regular,account.conf_account_type_equity,FALSE
coa_sqp_301230,สำรองตามกฏหมาย,301230,coa_sqp_3012,Regular,account.conf_account_type_equity,FALSE
coa_sqp_301240,กำไรสะสมที่ยังไม่ได้จัดสรร,301240,coa_sqp_3012,Regular,account.conf_account_type_equity,FALSE
coa_sqp_301250,เงินปันผล,301250,coa_sqp_3012,Regular,account.conf_account_type_equity,FALSE
coa_sqp_2,งบกำไรขาดทุน,2,coa_sqp_0,View,account.data_account_type_view,FALSE
coa_sqp_40,รายได้,40,coa_sqp_2,View,account.data_account_type_view,FALSE
coa_sqp_4011,รายได้จากการขายสินค้า,4011,coa_sqp_40,View,account.data_account_type_view,FALSE
coa_sqp_401110,รายได้จากการขายสินค้า-ในประเทศ,401110,coa_sqp_4011,Regular,account.data_account_type_income,FALSE
coa_sqp_401120,รายได้จากการขายสินค้า-ต่างประเทศ,401120,coa_sqp_4011,Regular,account.data_account_type_income,FALSE
coa_sqp_401130,รับคืนสินค้า,401130,coa_sqp_4011,Regular,account.data_account_type_income,FALSE
coa_sqp_401140,ส่วนลดจ่าย,401140,coa_sqp_4011,Regular,account.data_account_type_income,FALSE
coa_sqp_4012,รายได้อื่น ๆ,4012,coa_sqp_40,View,account.data_account_type_view,FALSE
coa_sqp_401210,ดอกเบี้ยรับ,401210,coa_sqp_4012,Regular,account.data_account_type_income,FALSE
coa_sqp_401220,รายได้อื่น ๆ,401220,coa_sqp_4012,Regular,account.data_account_type_income,FALSE
coa_sqp_401221,รับคืนภาษีอากรจากการส่งออก,401221,coa_sqp_4012,Regular,account.data_account_type_income,FALSE
coa_sqp_401222,รายได้ค่าเช่า,401222,coa_sqp_4012,Regular,account.data_account_type_income,FALSE
coa_sqp_401230,กำไร(ขาดทุน)จากอัตราแลกเปลี่ยน,401230,coa_sqp_4012,Regular,account.data_account_type_income,FALSE
coa_sqp_401240,กำไร(ขาดทุน)จากการจำหน่ายทรัพย์สิน,401240,coa_sqp_4012,Regular,account.data_account_type_income,FALSE
coa_sqp_50,ค่าใช้จ่าย,50,coa_sqp_2,View,account.data_account_type_view,FALSE
coa_sqp_500,ต้นทุน,500,coa_sqp_50,View,account.data_account_type_view,FALSE
coa_sqp_5001,ต้นทุนขาย,5001,coa_sqp_500,View,account.data_account_type_view,FALSE
coa_sqp_500110,สินค้าสำเร็จรูปต้นงวด,500110,coa_sqp_5001,Regular,account.data_account_type_expense,FALSE
coa_sqp_500120,ซื้อสินค้า,500120,coa_sqp_5001,Regular,account.data_account_type_expense,FALSE
coa_sqp_500121,ค่าขนส่ง,500121,coa_sqp_5001,Regular,account.data_account_type_expense,FALSE
coa_sqp_500122,ส่วนลดรับ,500122,coa_sqp_5001,Regular,account.data_account_type_expense,FALSE
coa_sqp_500123,ส่งคืนสินค้า,500123,coa_sqp_5001,Regular,account.data_account_type_expense,FALSE
coa_sqp_500130,สินค้าสำเร็จรูปปลายงวด,500130,coa_sqp_5001,Regular,account.data_account_type_expense,FALSE
coa_sqp_5002,ต้นทุนวัตถุดิบ,5002,coa_sqp_500,View,account.data_account_type_view,FALSE
coa_sqp_500210,วัตถุดิบ-ต้นงวด,500210,coa_sqp_5002,Regular,account.data_account_type_expense,FALSE
coa_sqp_500220,ซื้อวัตถุดิบ,500220,coa_sqp_5002,Regular,account.data_account_type_expense,FALSE
coa_sqp_500221,ค่าขนส่ง,500221,coa_sqp_5002,Regular,account.data_account_type_expense,FALSE
coa_sqp_500222,ส่วนลดรับ,500222,coa_sqp_5002,Regular,account.data_account_type_expense,FALSE
