id,name,ref,property_payment_term,credit_limit,is_company,customer,supplier,parent_id,type,use_parent_address,street,street2,zip,city,country_id/id,phone,mobile,fax,email,category_id/id,website,comment,user_id
res_partner_supplier_195,บริษัท พรีม่าแฮม (ไทยแลนด์) จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,392 หมู่ 7 ,ท่าตูม ศรีมหาโพธิ,25140,ปราจีนบุรี,,0-3748-1041-6,,0-3748-1048-50,,,,,Chatchai T.
res_partner_supplier_196,บริษัท ฟาร์ม่า อินโนว่า จำกัด,,30 Days,2000000,TRUE,TRUE,FALSE,,Default,FALSE,26/19 หมู่ 9 ,ท่าแร้ง บางเขน,,กรุงเทพมหานคร,,0-2532-7181,,0-2532-7019,,,,,Chairat S.
res_partner_supplier_197,บริษัท ภูมิวิศว์ เอ็นจิเนียริ่ง จำกัด,,PDC. 30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,230/15 หมู่ 6 ,ท่าสะอ้าน บางปะกง,24130,ฉะเชิงเทรา,,"0-3853-2212, 0-3853-0250",,0-3853-0259,,,,,Surasak S.
res_partner_supplier_198,บริษัท แปซิฟิค อลูมินั่ม แอนด์ กลาส จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,33 ซอย เลียบฯฝั่งใต้ 5/4 ,หนองแขม หนองแขม,,กรุงเทพมหานคร,,0-2811-33359,,0-2811-3359,,,,,Weeranuwat S.
res_partner_supplier_199,บริษัท แปดริ้วเครื่องเย็นเชียงใหม่ (1994) จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,223 หมู่ 3 ,ท่าศาลา เมือง,50000,เชียงใหม่,,"0-5385-0932-3, 0-5326-00227",,0-5324-0840,,,,,Weeranuwat S.
res_partner_supplier_200,บริษัท โพลีไทพ์ เอเชีย แปซิฟิก จำกัด,,Cash,200000,TRUE,TRUE,FALSE,,Default,FALSE,77 หมู่ 9 ซอย นิคมอุตสาหกรรมเวลโกร์ บางนา-ตราด,บางวัว บางปะกง,24180,ฉะเชิงเทรา,,0-3898-9045-053,,0-3898-9054,,,,,Surasak S.
res_partner_supplier_201,บริษัท ปราการ บิวดิ้ง (2008) จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,921 ซอย วชิรธรรมสาธิต 57 สุขุมวิท 101/1,บางจาก พระโขนง,10260,กรุงเทพมหานคร,,0-2327-0570,08-9216-2386,0-2327-2570,,,,,Weeranuwat S.
res_partner_supplier_202,บริษัท เพียวคีน จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,55/523 หมู่ 5 หมู่บ้านพฤกษลดา ,ลาดสวาย ลำลูกกา,12150,ปทุมธานี,,0-3526-7820,,0-3526-7811,,,,,Weeranuwat S.
res_partner_supplier_203,บริษัท ฟาร์มาแฟค แพลน เทคโนโลยี จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,199/265 หมู่ 1 ,บึงยี่โถ ธัญบุรี,12130,ปทุมธานี,,,08-6337-0080,,,,,,Dusit T.
res_partner_supplier_204,บริษัท พี.เอส.พี. มารีน จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,119/53 หมู่ 1 ,ท่าจีน เมือง,74000,สมุทรสาคร,,0-3482-1046-7,,0-3482-1048,,,,,Dusit T.
res_partner_supplier_205,บริษัท พี.พี.เจ. เอ็นจิเนียริ่ง จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,52/50 หมู่ 4 สุขาประชาสวรรค์,บางพูด ปากเกร็ด,11120,นนทบุรี,,0-2583-0396-99,,0-2583-0416,,,,,Dusit T.
res_partner_supplier_206,บริษัท ผู้จัดระบบเครื่องอำนวยประโยชน์ จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,437/5 หมู่ 21 มิตรภาพ,ศิลา เมือง,40000,ขอนแก่น,,0-4324-7466-7,,0-4324-7464,,,,,Surasak S.
res_partner_supplier_207,บริษัท ผู้จัดระบบเครื่องอำนวยประโยชน์ จำกัด (Shipping),,,,FALSE,TRUE,FALSE,บริษัท ผู้จัดระบบเครื่องอำนวยประโยชน์ จำกัด,Shipping,FALSE,49/554 หมู่ 4 เสรีไทย,คลองกุ่ม บึงกุ่ม,,กรุงเทพมหานคร,,,,,,,,,Surasak S.
res_partner_supplier_208,บริษัท คิว.ที.ที. จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,801/127-128 หมู่ 8 ซอย หมู่บ้านวังทองเทรดเซ็นเตอร์ พหลโยธิน,คูคต ลำลูกกา,12130,ปทุมธานี,,0-2900-6900-4,,0-2900-6905,,,,,Chairat S.
res_partner_supplier_209,บริษัท คิวด็อท ซีสเต็ม เทคโนโลยี จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,50/1200-1201 หมู่ 9 หมู่บ้านเมืองทองธานี ซี 12 แยก 1 บอนด์สตีท,บางพูด ปากเกร็ด,11120,นนทบุรี,,0-2960-0133-5,,0-2960-2200,,,,,Dusit T.
res_partner_supplier_210,บริษัท คิว.เอ็ม แอร์ เอ็นจิเนียริ่ง เซอร์วิส จำกัด,,PDC. 30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,555/21 ซอย อ่อนนุช 65-67 อ่อนนุช,ประเวศ ประเวศ,10250,กรุงเทพมหานคร,,0-2720-0274-8,,0-2720-0103,,,,,Weeranuwat S.
res_partner_supplier_211,บริษัท รังสิต โปรเฟสชั่นแนล แอพไพรแอนซ์ เซอร์วิส จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,"53, 55 รังสิต-นครนายก 27 ซอย 1 ",ประชาธิปัตย์ ธัญบุรี,12130,ปทุมธานี,,0-2996-2571-3,,0-2996-2578,,,,,Surasak S.
res_partner_supplier_212,บริษัท รีเนาน์ เทคนิคอล จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,"3811, 3813 พระราม 4",พระโขนง คลองเตย,10110,กรุงเทพมหานคร,,0-2185-4333,,0-2333-1235,,,,,Dusit T.
res_partner_supplier_213,บริษัท อาร์เอ็นอาร์ เอ็นจิเนียริ่ง จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,46/32 หมู่ 7 ราษฎร์อุทิศ,แสนแสบ มีนบุรี,10510,กรุงเทพมหานคร,,0-2989-0982,08-1347-6119,0-2989-1005,,,,,Weeranuwat S.
res_partner_supplier_214,บริษัท อาร์เอ็กซ์ แมนูแฟคเจอริ่ง จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,76 หมู่ 10 ,นราภิรมย์ บางเลน,73130,นครปฐม,,0-3429-8117-120,,0-3429-8117-120,,,,,Chairat S.
res_partner_supplier_215,บริษัท ริว่าโคลด์ (นอร์ธเธิร์น) จำกัด,,30 Days,500000,TRUE,TRUE,FALSE,,Default,FALSE,332/27 หมู่ 2 ,หนองจ๊อม สันทราย,50210,เชียงใหม่,,0-5326-6240-1,,0-5326-6177,,,,,Weeranuwat S.
res_partner_supplier_216,บริษัท รวมนครก่อสร้าง (ประเทศไทย) จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,21/139 ซอย ลาดพร้าว 15 ,จอมพล จตุจักร,10900,กรุงเทพมหานคร,,0-2938-6868,,0-2938-7562,,,,,Chatchai T.
res_partner_supplier_217,บริษัท ซาโต้ โคเกียว กรุงเทพ จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,21/99 ไทยวาทาวเวอร์ 2 ชั้น 14 สาทรใต้,ทุ่งมหาเมฆ สาทร,10120,กรุงเทพมหานคร,,0-2679-1405-10,,0-2679-1411,,,,,Dusit T.
res_partner_supplier_218,บริษัท สปริงคูล จำกัด,,60 Days,,TRUE,TRUE,FALSE,,Default,FALSE,265/395 ซอย ทวีวัฒนา สาธุประดิษฐ์,ช่องนนทรี ยานนาวา,10120,กรุงเทพมหานคร,,"0-2212-8360-1, 0-2674-0563-6",,0-2212-7126,,,,,Dusit T.
res_partner_supplier_219,บริษัท โซเลยู (ไทยแลนด์) จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,6/1 หมู่ 7 ,บางพระ ศรีราชา,20210,ชลบุรี,,0-3829-8362-4,,0-3829-8361,,,,,
res_partner_supplier_220,บริษัท เอส เอ็ม ไอ รีฟริกเจอเรชั่น จำกัด,,Cash,100000,TRUE,TRUE,FALSE,,Default,FALSE,20/6 หมู่ 8 ซอย พหลโยธิน 30 พหลโยธิน,จันทรเกษม จตุจักร,10900,กรุงเทพมหานคร,,0-2941-9500-1,,0-2941-5207,,,,,Chatchai T.
res_partner_supplier_221,บริษัท สยาม ซันซุย จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,36 หมู่ 4 ,บ่อวิน ศรีราชา,20230,ชลบุรี,,0-2398-8564,,0-2398-8564,,,,,Dusit T.
res_partner_supplier_222,บริษัท สองสมาน จำกัด,,7 Days,,TRUE,TRUE,FALSE,,Default,FALSE,2102/46 รามคำแหง,หัวหมาก บางกะปิ,,กรุงเทพมหานคร,,0-2374-9258,,0-2374-9258,,,,,Dusit T.
res_partner_supplier_223,บริษัท แสงชัย รีฟริเจอเรชั่น จำกัด,,60 Days,,TRUE,TRUE,FALSE,,Default,FALSE,283 หลานหลวง,วัดโสมนัส ป้อมปราบศรัตรูพ่าย,10100,กรุงเทพมหานคร,,"0-2628-2600, 0-2280-3444",,"0-2628-0484-5, 0-2280-0352",,,,,Visak T.
res_partner_supplier_224,บริษัท สยามแพนเทค เอ็นจิเนียริ่ง จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,92/3  ซอย อาคารสงเคราะห์ ,ทุ่งมหาเมฆ สาทร,10120,กรุงเทพมหานคร,,0-2676-1490-2,,0-2286-1052,,,,,Somboon T.
res_partner_supplier_225,บริษัท ซันโย เอส.เอ็ม.ไอ. (ประเทศไทย) จำกัด,,60 Days,,TRUE,TRUE,FALSE,,Default,FALSE,"50, 52 ซอย รามอินทรา 64 รามอินทรา กม. 10",คันนายาว คันนายาว,10230,กรุงเทพมหานคร,,"0-2918-0550, 0-2918-0515",,,,,,,Dusit T.
res_partner_supplier_226,บริษัท เอส พลัส ซิสเทมส์ จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,77/6 หมู่ 4 ,บางแก้ว บางพลี,10540,สมุทรปราการ,,0-2753-7563-65,,0-2753-7566,,,,,Visak T.
res_partner_supplier_227,บริษัท ซินโกะ แอร์ คอนดิชันนิ่ง (ประเทศไทย) จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,134/1 หมู่ 1 นิคมอุตสาหกรรมไฮเทค ,บ้านโพ บางปะอิน,13160,พระนครศรีอยุธยา,,0-3531-4009-12,,0-3531-4013,,,,,Surasak S.
res_partner_supplier_228,บริษัท เซฟ-ที-เซลล์ แอนด์ เซอร์วิส จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,36/14 งามวงศ์วาน,ลาดยาว จตุจักร,10900,กรุงเทพมหานคร,,"0-2589-1268-9, 0-2589-1320-1",,0-2589-2542,,,,,Dusit T.
res_partner_supplier_229,บริษัท ศิวกร ซี แอนด์ อี จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,54 หมู่ 3 รังสิต-นครนายก,บึงยี่โถ ธัญบุรี,12130,ปทุมธานี,,0-2577-1398,,0-2577-2503,,,,,Surasak S.
res_partner_supplier_230,บริษัท ศิวะพรอินเตอร์เทคโนโลยี จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,102 ซอย รามอินทรา 64 ,คันนายาว คันนายาว,10230,กรุงเทพมหานคร,,0-2918-1971-4,,0-2918-1975,,,,,Dusit T.
res_partner_supplier_231,บริษัท สตาร์วอลล์ จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,98/32 หมู่ 6 ซอย เอกชัย 64 เอกชัย,บางบอน บางบอน,10150,กรุงเทพมหานคร,,0-2415-9306,,0-2415-8707,,,,,Weeranuwat S.
res_partner_supplier_232,บริษัท สกิล ดิเวลลอปเมนท์ จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,109 หมู่ 7 กิ่งแก้ว-บางพลี,บางพลีใหญ่ บางพลี,10540,สมุทรปราการ,,"0-2751-1256, 0-2751-1257",,0-2751-1258,,,,,Chatchai T.
res_partner_supplier_233,บริษัท ชิบุซัน (ไทยแลนด์) จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,108 หมู่ 2 ,ท้ายเกาะ สามโคก,10216,ปทุมธานี,,"0-2978-8708, 0-2978-8503",,0-2978-8505,,,,,Dusit T.
res_partner_supplier_234,บริษัท สยามเภสัช จำกัด,,90 Days,,TRUE,TRUE,FALSE,,Default,FALSE,123 ซอย โชคชัยร่วมมิตร วิภาวดีรังสิต,จอมพล จตุจักร,10900,กรุงเทพมหานคร,,0-2690-0360-8,,"0-2275-2223, 0-2276-2459",,,,,Chairat S.
res_partner_supplier_235,บริษัท สยามเอเซีย อลูเทค จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,68/9 หมู่ 6 สุขาภิบาล 5,ท่าแร้ง บางเขน,10220,กรุงเทพมหานคร,,0-2948-7624-9,,0-2949-8881-2,,,,,Chatchai T.
res_partner_supplier_236,บริษัท สยาม อินคูเบเตอร์ ซีสเต็ม จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,4 ซอย รามคำแหง 164 แยก 4 ,มีนบุรี มีนบุรี,10810,กรุงเทพมหานคร,,0-2917-6057-59,,0-2917-6060,,,,,Chairat S.
res_partner_supplier_237,บริษัท เอส.ดี.เอ็นจิเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด,,7 Days,300000,TRUE,TRUE,FALSE,,Default,FALSE,155/1 ซอย ลาดพร้าว 130 ลาดพร้าว,คลองจั่น บางกะปิ,10240,กรุงเทพมหานคร,,0-2731-1713,,0-2731-1395,,,,,Weeranuwat S.
res_partner_supplier_238,บริษัท เซนต์โกเบน ซีคิวริท (ประเทศไทย) จำกัด,,30 Days,300000,TRUE,TRUE,FALSE,,Default,FALSE,64/8 หมู่ 4 ,ปลวกแดง ปลวกแดง,21140,ระยอง,,0-3866-7800-7,,0-3866-7865,,,,,Weeranuwat S.
res_partner_supplier_239,บริษัท สุพัตร์ เอ็นจิเนียริ่ง จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,7/2 หมู่ 4 ซอย สำเร็จพัฒนา 8 ,ปลายบาง บางกรวย,11130,นนทบุรี,,0-2903-9399,,0-2903-9035,,,,,Chairat S.
res_partner_supplier_240,บริษัท สยามไบโอไซเอนซ์ จำกัด,,7 Days,100000000,TRUE,TRUE,FALSE,,Default,FALSE,44 อาคาร ศรีจุลทรัพย์ ชั้น 18 ยูนิต เอ พระราม 1,รองเมือง ปทุมวัน,10330,กรุงเทพมหานคร,,0-2613-9939,,0-2613-9979,,,,,Dusit T.
res_partner_supplier_241,บริษัท สยาม อินเตอร์ คูล จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,1178/267 ซอย พหลโยธิน 32 ,จันทรเกษม จตุจักร,10900,กรุงเทพมหานคร,,0-2941-5735,,0-2941-5736,,,,,Weeranuwat S.
res_partner_supplier_242,บริษัท เอส.ดับบลิว.เค.เอ็นจิเนียริ่ง แอนด์ ซัพพลาย จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,69/113 หมู่ 15 ,คลองหนึ่ง คลองหลวง,12120,ปทุมธานี,,0-2908-0501,,0-2908-0779,,,,,Weeranuwat S.
res_partner_supplier_243,บริษัท เอสไอซี คูลลิ่ง เซอร์วิส จำกัด,,7 Days,,TRUE,TRUE,FALSE,,Default,FALSE,80/1671 หมู่ 5 เทพารักษ์,บางเมืองใหม่ เมือง,10270,สมุทรปราการ,,0-2941-5735,,0-2941-5736,,,,,Weeranuwat S.
res_partner_supplier_244,บริษัท เซจ ดีซายน์ แอนด์ คอนสตรัคชั่น จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,12 อยู่เย็น,ลาดพร้าว ลาดกระบัง,10230,กรุงเทพมหานคร,,0-2508-2475-7,,0-2942-9951,,,,,Weeranuwat S.
res_partner_supplier_245,บริษัท เอส.อินเตอร์ แอนด์ แอสโซซิเอทส์ จำกัด,,7 Days,,TRUE,TRUE,FALSE,,Default,FALSE,8 ซอย อ่อนนุช 62 สุขุมวิท 77,สวนหลวง สวนหลวง,10250,กรุงเทพมหานคร,,0-2721-1641-4,,0-2721-1649,,,,,Weeranuwat S.
res_partner_supplier_246,บริษัท สมูท อี จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,15/1-15 หมู่ 9 บรมราชชนนี,ตลิ่งชัน ตลิ่งชัน,10170,กรุงเทพมหานคร,,0-2880-8787,,0-2880-7190,,,,,Surasak S.
res_partner_supplier_247,บริษัท เอส.เอ็น.เค. วิศวกรรมไฟฟ้า จำกัด,,Cash,200000,TRUE,TRUE,FALSE,,Default,FALSE,101/466 หมู่ 4 ร่มเกล้า,คลองสองต้นนุ่น ลาดกระบัง,10520,กรุงเทพมหานคร,,"0-2588-4653, 0-2952-6429",,"0-2588-4694, 0-2952-5488",,,,,Weeranuwat S.
res_partner_supplier_248,บริษัท โชเอะ คันเกียว (ประเทศไทย) จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,200 หมู่ 4 แจ้งวัฒนะ,ปากเกร็ด ปากเกร็ด,11120,นนทบุรี,,0-2962-2114-6,,0-2962-2117,,,,,Dusit T.
res_partner_supplier_249,บริษัท เอส.พี.บี.เอ็นจิเนียริ่ง จำกัด,,30 Days,1000000,TRUE,TRUE,FALSE,,Default,FALSE,156 หมู่ 4 ,พะยอม วังน้อย,13170,พระนครศรีอยุธยา,,0-3574-4527-30,,0-3574-4526,,,,,Dusit T.
res_partner_supplier_250,บริษัท สินธุมาสโสภณ จำกัด,,PDC. 30 Days,1000000,TRUE,TRUE,FALSE,,Default,FALSE,479/1 หมู่ 9 ซอย ประชาอุทิศ 12 ประชาอุทิศ,ราษฎร์บูรณะ ราษฎ์บูรณะ,10140,กรุงเทพมหานคร,,0-2874-7537-39,,0-2874-7536,,,,,Chatchai T.
res_partner_supplier_251,บริษัท เสาหลักก่อสร้าง จำกัด,,15 Days,,TRUE,TRUE,FALSE,,Default,FALSE,99/379 หมู่ 8 ซอย รัตนาธิเบศน์ 17 รัตนาธิเบศร์,บางกระสอ เมือง,11000,นนทบุรี,,0-2965-6400-5,,0-2965-6406,,,,,Chairat S.
res_partner_supplier_252,สถาบัน เทคโนโลยีนิวเคลียร์แห่งชาติ (องค์การมหาชน),,90 Days,,TRUE,TRUE,FALSE,,Default,FALSE,9/9 หมู่ 7 ,ทรายมูล องครักษ์,26120,นครนายก,,0-3739-2924,,0-3739-2923,,,,,Dusit T.
res_partner_supplier_253,บริษัท ทรงชัยเอ็นจิเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,12/6 หมู่ 7 บางนา-ตราด,บางโฉลง บางพลี,10540,สมุทรปราการ,,0-2312-7184-87,,0-2312-7188,,,,,Visak T.
res_partner_supplier_254,บริษัท ไทย อินเตอร์ฟิล จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,80 สุทธิสารวินิจฉัย,สามเสนนอก ห้วยขวาง,10320,กรุงเทพมหานคร,,0-2693-4302-5,,0-2693-0191,,,,,Surasak S.
res_partner_supplier_255,บริษัท ที-เร็กซ์ สตีล จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,55/121 หมู่ 12 หมู่บ้านการเคหะสุวินทวงศ์ ,แสนแสบ มีนบุรี,10510,กรุงเทพมหานคร,,0-2989-4893,,0-2989-4348,,,,,Somboon T.
res_partner_supplier_256,บริษัท อุตสาหกรรมแว่นตาไทย จำกัด,,30 Days,100000,TRUE,TRUE,FALSE,,Default,FALSE,83 หมู่ 2 งามวงศ์วาน,บางเขน เมือง,11000,นนทบุรี,,"0-2588-4653, 0-2952-6429",,"0-2588-4694, 0-2952-5488",,,,,Weeranuwat S.
res_partner_supplier_257,ห้างหุ้นส่วนจำกัด ธรรมเกสรการโยธา,,7 Days,400000,TRUE,TRUE,FALSE,,Default,FALSE,1188 ซอย มิตรภาพ 15 ,ในเมือง เมือง,30000,นครราชสีมา,,0-2585-0605,,0-2587-4533,,,,,Weeranuwat S.
res_partner_supplier_258,บริษัท ทรีวอลล์ จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,166/43 หมู่ 4 ,บางเพรียง บางบ่อ,,สมุทรปราการ,,,08-6322-7839,,,,,,Weeranuwat S.
res_partner_supplier_259,บริษัท ที เอส อลูมินั่ม แอนด์ กลาส 2009 จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,323/15 หมู่ 4 สายไหม,สายไหม สายไหม,10220,กรุงเทพมหานคร,,0-2996-3301,,0-2996-3302,,,,,Weeranuwat S.
res_partner_supplier_260,บริษัท เทอร์โมคูล ซัพพลาย แอนด์ เซอร์วิส จำกัด,,60 Days,,TRUE,TRUE,FALSE,,Default,FALSE,"136, 138 ซอย พระราม 2 ซอย 33 ",บางมด จอมทอง,10150,กรุงเทพมหานคร,,"0-2459-3174, 0-2874-0463-4",,0-2874-0844,,,,,Weeranuwat S.
res_partner_supplier_261,บริษัท ธันเดอร์ เทคโนโลยี จำกัด,,60 Days,1000000,TRUE,TRUE,FALSE,,Default,FALSE,199/1 หมู่ 7 บางนา-ตราด,บางโฉลง บางพลี,10540,สมุทรปราการ,,"0-2750-8725-27, 0-2183-9083",,0-2750-8729,,,,,Dusit T.
res_partner_supplier_262,บริษัท ไทยนากาฮารา เอ็นจิเนียริ่ง จำกัด,,Cash,500000,TRUE,TRUE,FALSE,,Default,FALSE,498 ซอย รังสิต-นครนายก 52 ,ประชาธิปัตย์ ธัญบุรี,12130,ปทุมธานี,,0-2974-2951,08-1456-4706,0-2974-2938,,,,,Weeranuwat S.
res_partner_supplier_263,บริษัท ไทยนิชิมัตสุก่อสร้าง จำกัด,,30 Days,10000000,TRUE,TRUE,FALSE,,Default,FALSE,1 อาคาร ชิโน-ไทย ทาวเวอร์ ชั้น 19 สุขุมวิท 21,คลองเตยเหนือ วัฒนา,10110,กรุงเทพมหานคร,,0-2258-9590-7,,0-2258-9599,,,,,Chatchai T.
res_partner_supplier_264,บริษัท ไทยสแตนเลย์การไฟฟ้า จำกัด (มหาชน),,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,10 หมู่ 1 บางพูน-รังสิต,บ้านกลาง เมือง,12000,ปทุมธานี,,0-2581-5462,,0-2581-5397,,,,,Weeranuwat S.
res_partner_supplier_265,บริษัท เดอะ บาร์บีคิว พลาซ่า จำกัด,,30 Days,500000,TRUE,TRUE,FALSE,,Default,FALSE,333 หมู่ 6 ประชาชื่น,ทุ่งสองห้อง หลักสี่,10210,กรุงเทพมหานคร,,0-2954-1333,,0-2954-1911,,,,,Weeranuwat S.
res_partner_supplier_266,บริษัท ไทยนครพัฒนา จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,94/7 หมู่ 9 ซอย ยิ้มประกอบ งามวงศ์วาน,บางเขน เมือง,11000,นนทบุรี,,0-2555-9999,,0-2589-2729,,,,,Chairat S.
res_partner_supplier_267,บริษัท เท็มโก้ ซีสเต็ม แอนด์ คอนสตรัคชั่น จำกัด,,7 Days,,TRUE,TRUE,FALSE,,Default,FALSE,331 ชั้น 2 อาคารเจริญผลคอนโดมิเนียม บรรทัดทอง,เพชรบุรี ราชเทวี,10400,กรุงเทพมหานคร,,"0-2216-7060, 0-2611-1022-23",,0-2216-6836,,,,,Chatchai T.
res_partner_supplier_268,บริษัท เทอร์แมท อินเตอร์เนชั่นแนล จำกัด,,60 Days,,TRUE,TRUE,FALSE,,Default,FALSE,335/45 อาคาร ไพร์มสเตท ชั้น 6 ซอย ผูกมิตร ศรีนครินทร์,หนองบอน ประเวศ,10250,กรุงเทพมหานคร,,0-2366-0353,,0-2366-0354,,,,,
res_partner_supplier_269,บริษัท ไทย-อเมริกัน พาแนล จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,129/153 หมู่ 11 หมู่บ้านทรัพย์หมื่นแสน ซอย นวลจันทร์ 36 นวลจันทร์,คลองกุ่ม บึงกุ่ม,10230,กรุงเทพมหานคร,,0-2949-5057,,0-2949-5058,,,,,Dusit T.
res_partner_supplier_270,บริษัท โตชิบา เซมิคอนดัคเตอร์ (ประเทศไทย) จำกัด,,45 Days,,TRUE,TRUE,FALSE,,Default,FALSE,135 หมู่ 5 สวนอุตสาหกรรมบางกะดี่ ติวานนท์,บางกะดี่ เมือง,12000,ปทุมธานี,,"0-2501-1030, 0-2501-1621",,"0-2501-1642, 0-2501-1643-44",,,,,Dusit T.
res_partner_supplier_271,บริษัท ไทคิชา (ประเทศไทย) จำกัด,,60 Days,,TRUE,TRUE,FALSE,,Default,FALSE,62 อาคาร ธนิยะ ชั้น 6 สีลม,สุริยวงศ์ บางรัก,10500,กรุงเทพมหานคร,,0-2236-8055-9,,"0-2236-6189, 0-2236-9505",,,,,Dusit T.
res_partner_supplier_272,บริษัท ไทยทาเคนาคา สากลก่อสร้าง จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,191 อาคาร สีลมคอมเพล็กซ์ ชั้น 26 สีลม,สุริยวงศ์ บางรัก,10500,กรุงเทพมหานคร,,0-2266-2800,,"0-2266-2808, 0-2266-2809",,,,,Surasak S.
res_partner_supplier_273,บริษัท ไทย-เลเซอร์ เอ็นจิเนียริ่ง จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,5 ซอย ลาดพร้าว 80 แยก 22 ลาดพร้าว,วังทองหลาง วังทองหลาง,10310,กรุงเทพมหานคร,,0-2539-5439,,0-2539-5437,,,,,Weeranuwat S.
res_partner_supplier_274,บริษัท ไทยเอ็นวาเทค จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,195 หมู่ 4 ,พะยอม วังน้อย,13170,พระนครศรีอยุธยา,,0-3574-4501-3,,0-3574-4505,,,,,Dusit T.
res_partner_supplier_275,บริษัท ไทยคอนสตรัคชั่น แอนด์ เอ็นจิเนียริ่งซิสเทม จำกัด,,30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,60/49 หมู่ 5 ,ดอนหัวฬ่อ เมือง,20000,ชลบุรี,,,08-9987-7757,0-3844-0534,,,,,Weeranuwat S.
res_partner_supplier_276,บริษัท เดอะ คูล จำกัด,,Cash,,TRUE,TRUE,FALSE,,Default,FALSE,193/53 อาคาร เลครัชดา ออฟฟิศ คอมเพล็กซ์ ชั้น 14 รัชดาภิเษก,คลองเตย คลองเตย,10110,กรุงเทพมหานคร,,0-2661-8228,,0-2661-8822,,,,,Weeranuwat S.
res_partner_supplier_277,บริษัท เทวยุทธ ก่อสร้าง จำกัด,,PDC. 30 Days,,TRUE,TRUE,FALSE,,Default,FALSE,24/36 อาคาร เมืองทองธานี อาคาร ที 11 ปอปปูลาร์,บ้านใหม่ ปากเกร็ด,11120,นนทบุรี,,0-3571-1222,,0-3571-1221,,,,,Chatchai T.
res_partner_supplier_278,บริษัท ทัสค์ อินทีเรีย จำกัด,,Cash,1000000,TRUE,TRUE,FALSE,,Default,FALSE,79/6-9 ซอย รามอินทรา 14 รามอินทรา,ท่าแร้ง บางเขน,10230,กรุงเทพมหานคร,,0-2943-5000,,0-2943-8025-6,,,,,Surasak S.
