id,bom_id/id,product_id,product_qty_formula,product_uom
mrp.template_slipjoint_line_1,mrp.template_slipjoint,[R&D-SP00032],(line.W==800) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='OW') and (914*line.L/1000000*3.75*2) or 0.0,kg
mrp.template_slipjoint_line_2,mrp.template_slipjoint,[SP05057],(line.W==1000) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='OW') and (1110*line.L/1000000*3.75*2) or 0.0,kg
mrp.template_slipjoint_line_3,mrp.template_slipjoint,[SP05058],(line.W==1110) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='OW') and (1220*line.L/1000000*3.75*2) or 0.0,kg
mrp.template_slipjoint_line_4,mrp.template_slipjoint,[R&D-SP00033],(line.W==800) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='GI') and (914*line.L/1000000*3.20*2) or 0.0,kg
mrp.template_slipjoint_line_5,mrp.template_slipjoint,[R&D-SP00034],(line.W==1000) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='GI') and (1110*line.L/1000000*3.20*2) or 0.0,kg
mrp.template_slipjoint_line_6,mrp.template_slipjoint,[R&D-SP00035],(line.W==1110) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='GI') and (1220*line.L/1000000*3.20*2) or 0.0,kg
mrp.template_slipjoint_line_7,mrp.template_slipjoint,[R&D-SP00032],(line.W==800) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='GI') and (914*line.L/1000000*3.75) or 0.0,kg
mrp.template_slipjoint_line_8,mrp.template_slipjoint,[R&D-SP00033],(line.W==800) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='GI') and (914*line.L/1000000*3.20) or 0.0,kg
mrp.template_slipjoint_line_9,mrp.template_slipjoint,[SP05057],(line.W==1000) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='GI') and (1110*line.L/1000000*3.75) or 0.0,kg
mrp.template_slipjoint_line_10,mrp.template_slipjoint,[R&D-SP00034],(line.W==1000) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='GI') and (1110*line.L/1000000*3.20) or 0.0,kg
mrp.template_slipjoint_line_11,mrp.template_slipjoint,[SP05058],(line.W==1110) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='GI') and (1220*line.L/1000000*3.75) or 0.0,kg
mrp.template_slipjoint_line_12,mrp.template_slipjoint,[R&D-SP00035],(line.W==1110) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='GI') and (1220*line.L/1000000*3.20) or 0.0,kg
mrp.template_slipjoint_line_13,mrp.template_slipjoint,[R&D-SP00033],(line.W==800) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='OW') and (914*line.L/1000000*3.20) or 0.0,kg
mrp.template_slipjoint_line_14,mrp.template_slipjoint,[R&D-SP00032],(line.W==800) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='OW') and (914*line.L/1000000*3.75) or 0.0,kg
mrp.template_slipjoint_line_15,mrp.template_slipjoint,[R&D-SP00034],(line.W==1000) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='OW') and (1110*line.L/1000000*3.20) or 0.0,kg
mrp.template_slipjoint_line_16,mrp.template_slipjoint,[SP05057],(line.W==1000) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='OW') and (1110*line.L/1000000*3.75) or 0.0,kg
mrp.template_slipjoint_line_17,mrp.template_slipjoint,[R&D-SP00035],(line.W==1110) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='OW') and (1220*line.L/1000000*3.20) or 0.0,kg
mrp.template_slipjoint_line_18,mrp.template_slipjoint,[SP05058],(line.W==1110) and (line.mat_inside_skin_choices.code=='GI') and (line.mat_outside_skin_choices.code=='OW') and (1220*line.L/1000000*3.75) or 0.0,kg
mrp.template_slipjoint_line_19,mrp.template_slipjoint,[R&D-SP00036],(line.W==800) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='OW') and (line.L/916/1000*2) or 0.0,roll
mrp.template_slipjoint_line_20,mrp.template_slipjoint,[R&D-SP00037],(line.W==1000) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='OW') and (line.L/1110/1000*2) or 0.0,roll
mrp.template_slipjoint_line_21,mrp.template_slipjoint,[R&D-SP00038],(line.W==1110) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='OW') and (line.L/1219/1000*2) or 0.0,roll
mrp.template_slipjoint_line_22,mrp.template_slipjoint,[R&D-SP00036],(line.W==800) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='GI') and (line.L/916/1000*1) or 0.0,roll
mrp.template_slipjoint_line_23,mrp.template_slipjoint,[R&D-SP00037],(line.W==1000) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='GI') and (line.L/1110/1000*1) or 0.0,roll
mrp.template_slipjoint_line_24,mrp.template_slipjoint,[R&D-SP00038],(line.W==1110) and (line.mat_inside_skin_choices.code=='OW') and (line.mat_outside_skin_choices.code=='GI') and (line.L/1219/1000*1) or 0.0,roll
mrp.template_slipjoint_line_25,mrp.template_slipjoint,[SP05048],(line.mat_insulation_choices.code=='PU') and (line.W*line.L*line.T.value/1000000000*40*0.437*1.13) or 0.0,kg
mrp.template_slipjoint_line_26,mrp.template_slipjoint,[SP05049],(line.mat_insulation_choices.code=='PU') and (line.W*line.L*line.T.value/1000000000*40*0.563*1.13) or 0.0,kg
mrp.template_slipjoint_line_27,mrp.template_slipjoint,[SP05048],(line.mat_insulation_choices.code=='PIR') and (line.W*line.L*line.T.value/1000000000*40*0.437*1.13) or 0.0,kg
mrp.template_slipjoint_line_28,mrp.template_slipjoint,[SP05049],(line.mat_insulation_choices.code=='PIR') and (line.W*line.L*line.T.value/1000000000*40*0.563*1.13) or 0.0,kg
