"id","name","default_code","categ_id","uom_id","uos_id","uos_coeff","loc_rack","loc_row","loc_case",,
"product.product_part_182","AL PROFILE FOR DOUBLE SWING DOOR III(AP)","SP01294","Aluminium","pcs","kg",3,"01-20",,"โกดังอะลูมิเนียม",,
"product.product_part_183","AL DOOR CLOSER SLIDING RAIL(MF)","SP01296","Aluminium","pcs","kg",5,"01-09",,"โกดังอะลูมิเนียม",,
"product.product_part_184","AL DOOR CLOSER SLIDING RAIL(OW)","SP01297","Aluminium","pcs","kg",5,"01-04",,"โกดังอะลูมิเนียม",,
"product.product_part_185","AL DOOR CLOSER SLIDING RAIL(AP)","SP01298","Aluminium","pcs","kg",5,"01-19",,"โกดังอะลูมิเนียม",,
"product.product_part_186","AL PROFILE FOR DOOR PANEL50 mm(FLUSH)(MF)","SP01300","Aluminium","pcs","kg",3,"01-06",,"โกดังอะลูมิเนียม",,
"product.product_part_187","AL PROFILE FOR DOOR PANEL50 mm(FLUSH)(OW)","SP01301","Aluminium","pcs","kg",3,"01-13",,"โกดังอะลูมิเนียม",,
"product.product_part_188","AL PROFILE FOR DOOR PANEL50 mm(FLUSH)(AP)","SP01302","Aluminium","pcs","kg",3,"01-13",,"โกดังอะลูมิเนียม",,
"product.product_part_189","AL U CAP FOR LIGHTING 42 mm(NA.1)","SP01303","Aluminium","pcs","kg",14,,,"โกดังอะลูมิเนียม",,
"product.product_part_190","AL U CAP FOR LIGHTING 42 mm(MF)","SP01304","Aluminium","pcs","kg",14,"01-07",,"โกดังอะลูมิเนียม",,
"product.product_part_191","AL U CAP FOR LIGHTING 42 mm(OW)","SP01305","Aluminium","pcs","kg",14,,,"โกดังอะลูมิเนียม",,
"product.product_part_192","AL U CAP FOR LIGHTING 42 mm(AP)","SP01306","Aluminium","pcs","kg",14,,,"โกดังอะลูมิเนียม",,
"product.product_part_193","AL PROFILE FOR DOOR FRAME TYPE A (MF)","SP01308","Aluminium","pcs","kg",8,"01-20",,"โกดังอะลูมิเนียม",,
"product.product_part_194","AL PROFILE FOR DOOR FRAME TYPE A (OW)","SP01309","Aluminium","pcs","kg",8,,,"โกดังอะลูมิเนียม",,
"product.product_part_195","AL PROFILE FOR DOOR FRAME TYPE A (AP)","SP01310","Aluminium","pcs","kg",8,,,"โกดังอะลูมิเนียม",,
"product.product_part_196","AL PROFILE FOR DOOR FRAME TYPE B (MF)","SP01312","Aluminium","pcs","kg",10,"01-18",,"โกดังอะลูมิเนียม",,
"product.product_part_197","AL PROFILE FOR DOOR FRAME TYPE B (OW)","SP01313","Aluminium","pcs","kg",10,"01-22",,"โกดังอะลูมิเนียม",,
"product.product_part_198","AL DOOR CLOSER SLIDING RAIL FOR DORMA(MF)","SP01320","Aluminium","pcs","kg",4,"01-02",,"โกดังอะลูมิเนียม",,
"product.product_part_199","AL DOOR CLOSER SLIDING RAIL FOR DORMA(OW)","SP01321","Aluminium","pcs","kg",4,"01-12",,"โกดังอะลูมิเนียม",,
"product.product_part_200","AL DOOR CLOSER SLIDING RAIL FOR DORMA(AP)","SP01322","Aluminium","pcs","kg",4,"01-23",,"โกดังอะลูมิเนียม",,
"product.product_part_201","AL HOLDER(NA.1)","SP01323","Aluminium","pcs","kg",1,"01-10",,"โกดังอะลูมิเนียม",,
"product.product_part_202","AL HOLDER(MF)","SP01324","Aluminium","pcs","kg",1,"01-09",,"โกดังอะลูมิเนียม",,
"product.product_part_203","AL HOLDER(OW)","SP01325","Aluminium","pcs","kg",1,,,"โกดังอะลูมิเนียม",,
"product.product_part_204","AL HOLDER(AP)","SP01326","Aluminium","pcs","kg",1,,,"โกดังอะลูมิเนียม",,
"product.product_part_205","AL DOOR FRAME 42 MM 2010-01(MF)","SP01328","Aluminium","pcs","kg",7,"01-17",,"โกดังอะลูมิเนียม",,
"product.product_part_206","AL DOOR FRAME 42 MM 2010-01(OW)","SP01329","Aluminium","pcs","kg",7,"01-20",,"โกดังอะลูมิเนียม",,
"product.product_part_207","AL DOOR FRAME 42 MM 2010-01(AP)","SP01330","Aluminium","pcs","kg",7,"01-18",,"โกดังอะลูมิเนียม",,
"product.product_part_208","AL DOOR FRAME 50 MM 2011-01(MF)","SP01340","Aluminium","pcs","kg",7,"01-06",,"โกดังอะลูมิเนียม",,
"product.product_part_209","AL DOOR FRAME 50 MM 2011-01(OW)","SP01341","Aluminium","pcs","kg",7,"01-15",,"โกดังอะลูมิเนียม",,
"product.product_part_210","AL DOOR FRAME 50 MM 2011-01(AP)","SP01342","Aluminium","pcs","kg",7,,,"โกดังอะลูมิเนียม",,
"product.product_part_211","AL DOOR FRAME 100 MM 2011-01(MF)","SP01344","Aluminium","pcs","kg",11,"01-08",,"โกดังอะลูมิเนียม",,
"product.product_part_212","AL DOOR FRAME 100 MM 2011-01(OW)","SP01345","Aluminium","pcs","kg",11,"01-04",,"โกดังอะลูมิเนียม",,
"product.product_part_213","AL DOOR FRAME 100 MM 2011-01(AP)","SP01346","Aluminium","pcs","kg",11,,,"โกดังอะลูมิเนียม",,
"product.product_part_214","AL PROFILE FOR DOUBLE SWING DOOR 50 mmI (MF)","SP01348","Aluminium","pcs","kg",4,"01-03",,"โกดังอะลูมิเนียม",,
"product.product_part_215","AL PROFILE FOR DOUBLE SWING DOOR 50 mmI(OW)","SP01349","Aluminium","pcs","kg",4,"01-03",,"โกดังอะลูมิเนียม",,
"product.product_part_216","AL PROFILE FOR DOUBLE SWING DOOR 50 mmI(AP)","SP01350","Aluminium","pcs","kg",4,,,"โกดังอะลูมิเนียม",,
"product.product_part_217","AL PROFILE FOR DOUBLE SWING DOOR 50 mm(MF)","SP01352","Aluminium","pcs","kg",3,"01-12",,"โกดังอะลูมิเนียม",,
"product.product_part_218","AL PROFILE FOR DOUBLE SWING DOOR 50 mm(OW)","SP01353","Aluminium","pcs","kg",3,,,"โกดังอะลูมิเนียม",,
"product.product_part_219","AL PROFILE FOR DOUBLE SWING DOOR 50 mm(AP)","SP01354","Aluminium","pcs","kg",3,,,"โกดังอะลูมิเนียม",,
"product.product_part_220","AL HINGE SUPPORT(NA.1)","SP01355","Aluminium","pcs","kg",10,,,"โกดังอะลูมิเนียม",,
"product.product_part_221","AL HINGE SUPPORT(MF)","SP01356","Aluminium","pcs","kg",10,,,"โกดังอะลูมิเนียม",,
"product.product_part_222","AL HINGE SUPPORT(OW)","SP01357","Aluminium","pcs","kg",10,,,"โกดังอะลูมิเนียม",,
"product.product_part_223","AL HINGE SUPPORT(AP)","SP01358","Aluminium","pcs","kg",10,,,"โกดังอะลูมิเนียม",,
"product.product_part_224","AL FRAME FOR HEATER(MF)","SP01360","Aluminium","pcs","kg",2,"01-08",,"โกดังอะลูมิเนียม",,
"product.product_part_225","AL FRAME FOR HEATER(OW)","SP01361","Aluminium","pcs","kg",2,,,"โกดังอะลูมิเนียม",,
"product.product_part_226","AL FRAME FOR HEATER(AP)","SP01362","Aluminium","pcs","kg",2,,,"โกดังอะลูมิเนียม",,
"product.product_part_227","AL FOR HEPA RETURN(MF)","SP01364","Aluminium","pcs","kg",4,"01-03",,"โกดังอะลูมิเนียม",,
"product.product_part_228","AL FOR HEPA RETURN(OW)","SP01365","Aluminium","pcs","kg",4,"01-17",,"โกดังอะลูมิเนียม",,
"product.product_part_229","AL FOR HEPA RETURN(AP)","SP01366","Aluminium","pcs","kg",4,,,"โกดังอะลูมิเนียม",,
"product.product_part_230","AL NON PROGRESSIVE COVER 65 mm(MF)","SP01368","Aluminium","pcs","kg",2,"01-06",,"โกดังอะลูมิเนียม",,
"product.product_part_231","AL NON PROGRESSIVE COVER 65 mm(OW)","SP01369","Aluminium","pcs","kg",2,"01-06",,"โกดังอะลูมิเนียม",,
"product.product_part_232","AL NON PROGRESSIVE COVER 65 mm(AP)","SP01370","Aluminium","pcs","kg",2,,,"โกดังอะลูมิเนียม",,
"product.product_part_233","AL NON PROGRESSIVE COVING CUVE 60.5 mm(MF)","SP01372","Aluminium","pcs","kg",1,,,"โกดังอะลูมิเนียม",,
"product.product_part_234","AL NON PROGRESSIVE COVING CUVE 60.5 mm(OW)","SP01373","Aluminium","pcs","kg",1,,,"โกดังอะลูมิเนียม",,
"product.product_part_235","AL NON PROGRESSIVE COVING CUVE 60.5 mm(AP)","SP01374","Aluminium","pcs","kg",1,,,"โกดังอะลูมิเนียม",,
"product.product_part_236","AL NON PROGRESSIVE DOOR FRAME ""A"" 50 mm(MF)","SP01376","Aluminium","pcs","kg",9,"01-03",,"โกดังอะลูมิเนียม",,
"product.product_part_237","AL NON PROGRESSIVE DOOR FRAME ""A"" 50 mm(OW)","SP01377","Aluminium","pcs","kg",9,"01-23",,"โกดังอะลูมิเนียม",,
"product.product_part_238","AL NON PROGRESSIVE DOOR FRAME ""A"" 50 mm(AP)","SP01378","Aluminium","pcs","kg",9,,,"โกดังอะลูมิเนียม",,
"product.product_part_239","AL NON PROGRESSIVE WINDOW FRAME ""A"" 50 mm(MF)","SP01380","Aluminium","pcs","kg",5,"01-12",,"โกดังอะลูมิเนียม",,
"product.product_part_240","AL NON PROGRESSIVE WINDOW FRAME ""A"" 50 mm(OW)","SP01381","Aluminium","pcs","kg",5,"01-23",,"โกดังอะลูมิเนียม",,
"product.product_part_241","AL NON PROGRESSIVE WINDOW FRAME ""A"" 50 mm(AP)","SP01382","Aluminium","pcs","kg",5,,,"โกดังอะลูมิเนียม",,
"product.product_part_242","AL ANGLE 30 X 110 X 2 mm(MF)","SP01388","Aluminium","pcs","kg",4,"01-03",,"โกดังอะลูมิเนียม",,
"product.product_part_243","AL ANGLE 30 X 110 X 2 mm(OW)","SP01389","Aluminium","pcs","kg",4,"01-03",,"โกดังอะลูมิเนียม",,
"product.product_part_244","AL ANGLE 30 X 110 X 2 mm(AP)","SP01390","Aluminium","pcs","kg",4,,,"โกดังอะลูมิเนียม",,
"product.product_part_245","AL NON PROGRESSIVE CORNER COLUMN 50 mm(MF)","SP01392","Aluminium","pcs","kg",18,"01-19",,"โกดังอะลูมิเนียม",,
"product.product_part_246","AL NON PROGRESSIVE CORNER COLUMN 50 mm(OW)","SP01393","Aluminium","pcs","kg",18,"01-15",,"โกดังอะลูมิเนียม",,
"product.product_part_247","AL NON PROGRESSIVE CORNER COLUMN 50 mm(AP)","SP01394","Aluminium","pcs","kg",18,,,"โกดังอะลูมิเนียม",,
"product.product_part_248","AL NON PROGRESSIVE LOWER TRACK 50 mm(MF)","SP01396","Aluminium","pcs","kg",2,"01-10",,"โกดังอะลูมิเนียม",,
"product.product_part_249","AL NON PROGRESSIVE UPPER TRACK 50 mm(MF)","SP01400","Aluminium","pcs","kg",2,"01-07",,"โกดังอะลูมิเนียม",,
"product.product_part_250","AL NON PROGRESSIVE ANGLE 30 X 30 FOR COVING CUVE 60.5 mm(MF)","SP01404","Aluminium","pcs","kg",2,"01-10",,"โกดังอะลูมิเนียม",,
"product.product_part_251","AL NON PROGRESSIVE WINDOW FRAME ""C"" 50 mm(UP / LOW)(MF)","SP01408","Aluminium","pcs","kg",7,"01-20",,"โกดังอะลูมิเนียม",,
"product.product_part_252","AL NON PROGRESSIVE WINDOW FRAME ""C"" 50 mm(UP / LOW)(OW)","SP01409","Aluminium","pcs","kg",7,"01-19",,"โกดังอะลูมิเนียม",,
"product.product_part_253","AL NON PROGRESSIVE WINDOW FRAME ""C"" 50 mm(UP / LOW)(AP)","SP01410","Aluminium","pcs","kg",7,,,"โกดังอะลูมิเนียม",,
"product.product_part_254","AL NON PROGRESSIVE DOOR FRAME ""B"" 50 mm(UP)(MF)","SP01412","Aluminium","pcs","kg",8,"01-07",,"โกดังอะลูมิเนียม",,
"product.product_part_255","AL NON PROGRESSIVE DOOR FRAME ""B"" 50 mm(UP)(OW)","SP01413","Aluminium","pcs","kg",8,"01-23",,"โกดังอะลูมิเนียม",,
"product.product_part_256","AL NON PROGRESSIVE DOOR FRAME ""B"" 50 mm(UP)(AP)","SP01414","Aluminium","pcs","kg",8,,,"โกดังอะลูมิเนียม",,
"product.product_part_257","AL NON PROGRESSIVE LOWER CORNER COLUMN 50 mm(MF)","SP01416","Aluminium","pcs","kg",12,"01-17",,"โกดังอะลูมิเนียม",,
"product.product_part_258","AL NON PROGRESSIVE LOWER CORNER COLUMN 50 mm(OW)","SP01417","Aluminium","pcs","kg",12,,,"โกดังอะลูมิเนียม",,
"product.product_part_259","AL NON PROGRESSIVE LOWER CORNER COLUMN 50 mm(AP)","SP01418","Aluminium","pcs","kg",12,,,"โกดังอะลูมิเนียม",,
"product.product_part_260","AL NON PROGRESSIVE FRAME 50 mm(MF)","SP01420","Aluminium","pcs","kg",4,"01-19",,"โกดังอะลูมิเนียม",,
"product.product_part_261","AL NON PROGRESSIVE FRAME 75 mm(MF)","SP01424","Aluminium","pcs","kg",5,"01-18",,"โกดังอะลูมิเนียม",,
"product.product_part_262","AL NON PROGRESSIVE LOWER TRACK 100 mm(MF)","SP01427","Aluminium","pcs","kg",4,"01-19",,"โกดังอะลูมิเนียม",,
"product.product_part_263","AL NON PROGRESSIVE UPPER TRACK 100 mm(MF)","SP01428","Aluminium","pcs","kg",4,"01-20",,"โกดังอะลูมิเนียม",,
"product.product_part_264","AL NON PROGRESSIVE FRAME 100 mm(MF)","SP01429","Aluminium","pcs","kg",3,,,"โกดังอะลูมิเนียม",,
"product.product_part_265","AL DOOR FRAME 100 mm FOR DOOR 50 mm (MF)","SP01431","Aluminium","pcs","kg",11,"01-19",,"โกดังอะลูมิเนียม",,
"product.product_part_266","AL DOOR FRAME 100 mm FOR DOOR 50 mm (OW)","SP01432","Aluminium","pcs","kg",11,,,"โกดังอะลูมิเนียม",,
"product.product_part_267","AL DOOR FRAME 100 mm FOR DOOR 50 mm (AP)","SP01433","Aluminium","pcs","kg",11,,,"โกดังอะลูมิเนียม",,
"product.product_part_268","AL WINDOW FRAME CURE 42 mm(NA.1)","SP01434","Aluminium","pcs","kg",11,,,"โกดังอะลูมิเนียม",,
"product.product_part_269","AL WINDOW FRAME CURE 42 mm(MF)","SP01435","Aluminium","pcs","kg",11,,,"โกดังอะลูมิเนียม",,
"product.product_part_270","AL WINDOW FRAME CURE 42 mm(OW)","SP01436","Aluminium","pcs","kg",11,,,"โกดังอะลูมิเนียม",,
"product.product_part_271","AL WINDOW FRAME CURE 42 mm(AP)","SP01437","Aluminium","pcs","kg",11,,,"โกดังอะลูมิเนียม",,
"product.product_part_272","AL WINDOW FRAME CURE 100 mm(NA.1)","SP01438","Aluminium","pcs","kg",11,,,"โกดังอะลูมิเนียม",,
"product.product_part_273","AL WINDOW FRAME CURE 100 mm(MF)","SP01439","Aluminium","pcs","kg",11,,,"โกดังอะลูมิเนียม",,
"product.product_part_274","AL WINDOW FRAME CURE 100 mm(OW)","SP01440","Aluminium","pcs","kg",11,,,"โกดังอะลูมิเนียม",,
"product.product_part_275","AL WINDOW FRAME CURE 100 mm(AP)","SP01441","Aluminium","pcs","kg",11,,,"โกดังอะลูมิเนียม",,
"product.product_part_276","AL DOOR FRAME HOUSING 100 mm(MF)","SP01442","Aluminium","pcs","kg",12,,,"โกดังอะลูมิเนียม",,
"product.product_part_277","AL WINDOW FRAME HOUSING 100 mm(MF)","SP01443","Aluminium","pcs","kg",8,,,"โกดังอะลูมิเนียม",,
"product.product_part_278","AL DOOR FRAME HOUSING 50 mm(MF)","SP01444","Aluminium","pcs","kg",10,,,"โกดังอะลูมิเนียม",,
"product.product_part_279","BOLT 3/8""X25 mm","SP02001","Installation","pcs",,,"Palete",,"Store ชั้น 2",,
"product.product_part_280","NUT 3/8""","SP02002","Installation","pcs",,,"Palete",,"Store ชั้น 2",,
"product.product_part_281","WASHER 3/8"" OD 28 mm","SP02003","Installation","pcs",,,"Palete",,"Store ชั้น 2",,
"product.product_part_282","ANCHOR BOLT 8X50 (SANKO)","SP02004","Installation","pcs",,,"02-02",,"Store ชั้น 2",,
"product.product_part_283","SCREW ( 4X20 ) (SUS)","SP02005","Installation","pcs",,,"02-02",,"Store ชั้น 2",,
"product.product_part_284","SCREW ( 4X25 ) (SUS)","SP02006","Installation","pcs",,,"02-02",,"Store ชั้น 2",,
"product.product_part_285","WATER PROOF FLUORESCENT HOUSING 2X36W","SP02007","Installation","set",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_286","CEILING BEAM JOINING PLATE ( W 50)","SP02008","Installation","pcs",,,"Palete",,"Store ชั้น 2",,
"product.product_part_287","POP RIVET 5-4","SP02009","Installation","pcs",,,"02-01",,"Store ชั้น 2",,
"product.product_part_288","POP RIVET 4-3","SP02010","Installation","pcs",,,"02-01",,"Store ชั้น 2",,
"product.product_part_289","NUT ( M6 )","SP02011","Installation","pcs",,,"02-01",,"Store ชั้น 2",,
"product.product_part_290","WASHER ( M6 )","SP02012","Installation","pcs",,,"02-01",,"Store ชั้น 2",,
"product.product_part_291","U-BOLT M10","SP02013","Installation","pcs",,,"Palete",,"Store ชั้น 2",,
"product.product_part_292","BOLT M8X45","SP02014","Installation","pcs",,,"02-01",,"Store ชั้น 2",,
"product.product_part_293","WASHER ( M8 )","SP02015","Installation","pcs",,,"02-01",,"Store ชั้น 2",,
"product.product_part_294","CEILING BRACKET","SP02016","Installation","pcs",,,"Palete",,"ด้านล่าง",,
"product.product_part_295","PAPER TAPE /กระดาษกาว","SP02017","Installation","pcs",,,"Palete",,"Store ชั้น 2",,
"product.product_part_296","DOOR RUBBER SEAL DIA 7 mm","SP02018","Installation","m",,,"Palete",,"Store ชั้น 2",,
"product.product_part_297","SEALANT ( GREY )","SP02021","Installation","tube",,,"ซิลิโคน",,"ห้องเคมี",,
"product.product_part_298","WINDOW RUBBER SEAL NO,27612","SP02022","Installation","m",,,"02-02",,"Store ชั้น 2",,
"product.product_part_299","WINDOW RUBBER SEAL NO,27619","SP02023","Installation","m",,,"02-02",,"Store ชั้น 2",,
"product.product_part_300","WEATHERKOTE ( 1GALLON @ 18.5 KG. )","SP02024","Installation","kg",,,"ซิลิโคน",,"ห้องเคมี",,
"product.product_part_301","WATER PROOF PLASTIC","SP02025","Installation","roll",,,"Palete",,"Store ชั้น 2",,
"product.product_part_302","DOOR RUBBER SEAL ( MODEL E)","SP02026","Installation","m",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_303","DOOR HINGE 175X50X30 mm(L)","SP02027","Installation","pcs",,,"Palete",,"Store ชั้น 2",,
"product.product_part_304","DOOR LATCH 1178 LS","SP02028","Installation","set",,,"02-02",,"Store ชั้น 2",,
"product.product_part_305","DOOR HINGE 1245 HS","SP02029","Installation","set",,,"02-02",,"Store ชั้น 2",,
"product.product_part_306","RELIEF PORT PRESSURE","SP02030","Installation","set",,,"02-02",,"Store ชั้น 2",,
"product.product_part_307","PLAIN WASHER 3/8"" SUS","SP02031","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_308","STUD BOLT 3/8"" X 1M","SP02032","Installation","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_309","BOTTOM GUIDE","SP02033","Installation","set",,,"02-09",,"Store ชั้น 2",,
"product.product_part_310","ROLLER FOR SLIDING DOOR","SP02034","Installation","set",,,"02-03",,"Store ชั้น 2",,
"product.product_part_311","BOTTOM GUIDE RIGHT","SP02035","Installation","set",,,"02-08",,"Store ชั้น 2",,
"product.product_part_312","SLIDING DOOR LOCK ( L1 )","SP02036","Installation","set",,,"02-03",,"Store ชั้น 2",,
"product.product_part_313","TURN BUCKLE 3/8""","SP02037","Installation","pcs",,,"Palete",,"Store ชั้น 2",,
"product.product_part_314","PVC CAP FOR CAMLOCK","SP02038","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_315","DURACON 1/2""X110mm","SP02039","Installation","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_316","DURACON 1/2""X170mm","SP02040","Installation","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_317","SLIDING DOOR LOCK ( L2 )","SP02041","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_318","LONG NUT 3/8""","SP02042","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_319","BOLT M8X45","SP02043","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_320","BOLT M8X25","SP02044","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_321","WATER PROOF SWITCH","SP02045","Installation","set",,,"02-03",,"Store ชั้น 2",,
"product.product_part_322","SOCKET BOLT 3/8"" X 4/8""","SP02046","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_323","SPRING WASHER 3/8""","SP02047","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_324","AL CHECKER PLATE","SP02048","Installation","pcs",,,,,"ไม่มีของ",,
"product.product_part_325","SOCKET BOLT SUS 5/16""X/1/ 1/4""","SP02049","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_326","SOCKET BOLT SUS 3/8"" X/1/ 1/4""","SP02050","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_327","WIRE SLING 1/4""","SP02051","Installation","m",,,"02-03",,"Store ชั้น 2",,
"product.product_part_328","U-CLIP 1/4""","SP02052","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_329","ANCHOR BOLT 3/8""","SP02053","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_330","ANGLE FOR EDGE DOOR HANDLE","SP02054","Installation","pcs",,,,,"ไม่มีของ",,
"product.product_part_331","SILICONE BUTYL","SP02055","Installation","tube",,,"ซิลิโคน",,"ห้องเคมี",,
"product.product_part_332","BOLT & NUT M6 X 15","SP02056","Installation","pcs",,,"02-03",,"Store ชั้น 2",,"แก้ไข Loc_Rack / Loc Row"
"product.product_part_333","STUD BOLT M6 X 1 m","SP02058","Installation","pcs",,,"02-09",,"Store ชั้น 2",,
"product.product_part_334","U - BOLT M6","SP02059","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_335","BOLT 3/8""X3""","SP02060","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_336","T - BAR JOINT 16.3X130 mm","SP02061","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_337","BOLT M6X10","SP02062","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_338","BOLT M6X25","SP02063","Installation","pcs",,,"02-03",,"Store ชั้น 2",,
"product.product_part_339","VCT CABLE 2X1.5 mm","SP02070","Installation","m",,,"02-04",,"Store ชั้น 2",,
"product.product_part_340","TEMPER GLASS 587X587X5 mm","SP02071","Installation","pcs",,,"กระจก",,"โกดังคอยล์",,
"product.product_part_341","HEXAGON NUT 1/2","SP02072","Installation","pcs",,,"02-04",,"Store ชั้น 2",,
"product.product_part_342","ACRILIC NDAP WHITE","SP02073","Installation","pcs",,,"ซิลิโคน",,"ห้องเคมี",,
"product.product_part_343","ELBOW WIRE MAN 20 mm","SP02074","Installation","pcs",,,"02-04",,"Store ชั้น 2",,
"product.product_part_344","CONNECTOR WIRE MAN 20 mm","SP02075","Installation","pcs",,,"02-04",,"Store ชั้น 2",,
"product.product_part_345","WIRE MAN 20mm THREAD CONNECTOR","SP02076","Installation","pcs",,,"02-04",,"Store ชั้น 2",,
"product.product_part_346","PVC PIPE SUPPORT","SP02077","Installation","pcs",,,"02-04",,"Store ชั้น 2",,
"product.product_part_347","FLOOR HEATER","SP02078","Installation","set",,,"02-04",,"Store ชั้น 2",,
"product.product_part_348","DOOR KNOB ( SHOWA )","SP02079","Installation","pcs",,,"02-04",,"Store ชั้น 2",,
"product.product_part_349","SLIDING DOOR CLOSER ( SLIDE )","SP02080","Installation","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_350","D-HANDLE SS 60X240","SP02081","Installation","pcs",,,"02-04",,"Store ชั้น 2",,
"product.product_part_351","ROLLER FOR SLIDING DOOR","SP02082","Installation","pcs",,,"02-04",,"Store ชั้น 2",,
"product.product_part_352","ROCK SET FOR SLIDING DOOR","SP02083","Installation","pcs",,,"02-04",,"Store ชั้น 2",,
"product.product_part_353","CAM LIFT RING SAFETY LATCH 1178 PS3","SP02084","Installation","pcs",,,,,"Store ชั้น 2",,
"product.product_part_354","PLASTIC WASHER","SP02085","Installation","pcs",,,"02-04",,"Store ชั้น 2",,
"product.product_part_355","WATER PROOF FLUORESCENT HOUSING 1X36W","SP02086","Installation","pcs",,,"02-04",,"Store ชั้น 2",,
"product.product_part_356","FLUORESCENT TUBS 36 W","SP02087","Installation","pcs",,,"02-05",,"Store ชั้น 2",,
"product.product_part_357","BALLAST 36 W","SP02088","Installation","pcs",,,"02-05",,"Store ชั้น 2",,
"product.product_part_358","STARTER 36 W","SP02089","Installation","pcs",,,"02-05",,"Store ชั้น 2",,
"product.product_part_359","DOOR HINGE 1460HS","SP02091","Installation","pcs",,,"02-05",,"Store ชั้น 2",,
"product.product_part_360","SAFETY RELEASE L118 mm","SP02093","Installation","pcs",,,"02-05",,"Store ชั้น 2",,
"product.product_part_361","I - BOLT 3/8 X 120","SP02094","Installation","pcs",,,"02-05",,"Store ชั้น 2",,
"product.product_part_362","DURACON 1/2 * 200 mm","SP02095","Installation","set",,,"02-05",,"Store ชั้น 2",,
"product.product_part_363","DUST-PROOF FEMALE DOOR BOLT","SP02096","Installation","pcs",,,"02-05",,"Store ชั้น 2",,
"product.product_part_364","BOTTOM SEAL ( CLEAN ROOM)","SP02097","Installation","m",,,"02-05",,"Store ชั้น 2",,
"product.product_part_365","POINT HAGING BRACKET 35X58 ( 10 mm )","SP02099","Installation","pcs",,,"02-05",,"Store ชั้น 2",,
"product.product_part_366","BOX E210 ONE WAY","SP02100","Installation","pcs",,,"02-05",,"Store ชั้น 2",,
"product.product_part_367","BOX E210 TWO WAY","SP02101","Installation","pcs",,,"02-05",,"Store ชั้น 2",,
"product.product_part_368","BOX E210 TREE WAY","SP02102","Installation","pcs",,,"02-05",,"Store ชั้น 2",,
"product.product_part_369","POINT HAGING BRACKET 35X58 ( 27 mm )","SP02103","Installation","pcs",,,"02-12",,"Store ชั้น 2",,
"product.product_part_370","DOOR LEVER( SHOWA )เขาควาย","SP02104","Installation","pcs",,,,,"Store ชั้น 2",,
"product.product_part_371","U-CHANNEL 42 mm","SP02105","Installation","pcs",,,,,"ไม่มีของ",,
"product.product_part_372","PACKING FOAM TAPE","SP02106","Installation","roll",,,"02-05",,"Store ชั้น 2",,
"product.product_part_373","BOTTOM GUIDE ( SLIDING DOOR )","SP02107","Installation","pcs",,,"02-06",,"Store ชั้น 2",,
"product.product_part_374","DOOR BOLT NO.111","SP02110","Installation","pcs",,,"02-06",,"Store ชั้น 2",,
"product.product_part_375","POINT HANGING BRAKET 58X43","SP02111","Installation","pcs",,,"02-05",,"Store ชั้น 2",,
"product.product_part_376","DROP SEAL 930","SP02114","Installation","pcs",,,"02-06",,"Store ชั้น 2",,
"product.product_part_377","DROP SEAL 1230","SP02116","Installation","pcs",,,"02-06",,"Store ชั้น 2",,
"product.product_part_378","SCREW ( ROUND HEAD ) 8 X 1 1/2""","SP02117","Installation","pcs",,,"02-06",,"Store ชั้น 2",,
"product.product_part_379","PLASTIC ANCHOR","SP02118","Installation","pcs",,,"02-06",,"Store ชั้น 2",,
"product.product_part_380","SILICONE NP-1 P.U. WHITE-CTG","SP02119","Installation","pcs",,,"ซิลิโคน",,"ห้องเคมี",,
"product.product_part_381","DOUBLE DOOR LATCH 1178 PS2","SP02120","Installation","set",,,"02-06",,"Store ชั้น 2",,
"product.product_part_382","DROP SEAL 1085","SP02122","Installation","pcs",,,"02-06",,"Store ชั้น 2",,
"product.product_part_383","3 M DOUBLE TAPE ( 18mm )","SP02123","Installation","roll",,,"02-09",,"Store ชั้น 2",,
