"id","name","default_code","categ_id","uom_id","uos_id","uos_coeff","loc_rack","loc_row","loc_case",,
"product.product_part_384","WASHER 3/8"" OD 22 mm","SP02124","Installation","pcs",,,"02-06",,"Store ชั้น 2",,
"product.product_part_385","DOOR STOPER","SP02126","Installation","pcs",,,"02-06",,"Store ชั้น 2",,
"product.product_part_386","SCREW TEPER HEAD NO.8X1 1/2""","SP02127","Installation","pcs",,,"02-06",,"Store ชั้น 2",,
"product.product_part_387","SAFETY RELEASE L130 mm","SP02128","Installation","pcs",,,"02-06",,"Store ชั้น 2",,
"product.product_part_388","TURN BUCKLE M6","SP02133","Installation","pcs",,,"02-07",,"Store ชั้น 2",,
"product.product_part_389","SEALANT ( WHITE ) 6S","SP02134","Installation","tube",,,"ซิลิโคน",,"ห้องเคมี",,
"product.product_part_390","DOOR HINGE 175X50X30 mm(R)","SP02135","Installation","pcs",,,"Palete",,"Store ชั้น 2",,
"product.product_part_391","PULL HANDLE PH 301-8""","SP02140","Installation","pcs",,,"02-10",,"Store ชั้น 2",,
"product.product_part_392","PUSH PLATE HANDLE 8""","SP02141","Installation","pcs",,,"02-07",,"Store ชั้น 2",,
"product.product_part_393","SAVPRO 307 CLEANER","SP02142","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_394","RETURN GRILL","SP02143","Installation","pcs",,,"Palete",,"ด้านล่าง",,
"product.product_part_395","RUBBER PACKING RETURN GRILL","SP02144","Installation","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_396","PULL HANDLE "" V ""","SP02147","Installation","set",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_397","PUSH PLATE HANDLE (W)150 X (L)285 X 2 mm","SP02148","Installation","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_398","DOOR RUBBER SEAL FOR DOUBLE SWING DOOR","SP02149","Installation","m",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_399","SHOWA DEADLOCK 397-05-US32D -50","SP02150","Installation","set",,,"02-07",,"Store ชั้น 2",,
"product.product_part_400","NYLON HINGE CFG160L-BRP","SP02151","Installation","pcs",,,,,"ไม่มีของ",,
"product.product_part_401","NYLON HANDLE MFG 110/007","SP02152","Installation","pcs",,,,,"ไม่มีของ",,
"product.product_part_402","TEMPER GLASS 447X587X5 mm","SP02156","Installation","pcs",,,"กระจก",,"โกดังคอยล์",,
"product.product_part_403","STAINLESS PLATE ครึ่งวงกลม","SP02158","Installation","pcs",,,"02-07",,"Store ชั้น 2",,
"product.product_part_404","HANGING FOR STUD 3/8""","SP02160","Installation","pcs",,,"02-12",,"Store ชั้น 2",,
"product.product_part_405","SUPPORT ADJUSTMENT FOR SWING DOOR","SP02161","Installation","set",,,"02-07",,"Store ชั้น 2",,
"product.product_part_406","SUPPORT ADJUSTMENT FOR CEILING JOINT","SP02162","Installation","set",,,"02-07",,"Store ชั้น 2",,
"product.product_part_407","STUD BOLT 3/8"" X 1M เกลียวซ้าย","SP02163","Installation","pcs",,,,,"ไม่มีของ",,
"product.product_part_408","NUT 3/8"" เกลียวซ้าย","SP02164","Installation","pcs",,,"02-07",,"Store ชั้น 2",,
"product.product_part_409","SCREWเกลียวปล่อย(T) #8 X 2 1/2"" (ยิงข้างประตู)","SP02165","Installation","pcs",,,"02-01",,"Store ชั้น 2",,
"product.product_part_410","TEMPER GLASS 1158X900X5 mm","SP02169","Installation","pcs",,,"กระจก",,"โกดังคอยล์",,
"product.product_part_411","HANGING FOR HEPA(เกลียวซ้าย3/8"")","SP02170","Installation","pcs",,,"02-09",,"Store ชั้น 2",,
"product.product_part_412","HANDLE FOR FREEZER DOOR","SP02171","Installation","pcs",,,"02-08",,"Store ชั้น 2",,
"product.product_part_413","SUS STUD M6 X 1 m(เกลียวมิล)","SP02172","Installation","pcs",,,"04-09",,"ออฟฟิสสโตร์",,
"product.product_part_414","SUS HEX CAP NUT M6 (เกลียวมิล)","SP02173","Installation","pcs",,,"04-09",,"ออฟฟิสสโตร์",,
"product.product_part_415","SUS WASHER M6","SP02174","Installation","pcs",,,"04-09",,"ออฟฟิสสโตร์",,
"product.product_part_416","STUD 3/8"" X 2 m","SP02175","Installation","pcs",,,"ข้างห้องเคมี",,"ด้านล่าง",,
"product.product_part_417","HINGE FOR AHU DOOR","SP02176","Installation","pcs",,,"02-08",,"Store ชั้น 2",,
"product.product_part_418","HANDLE FOR AHU DOOR THK.25 mm","SP02177","Installation","pcs",,,"02-09",,"Store ชั้น 2",,
"product.product_part_419","HANDLE FOR AHU DOOR THK.50 mm","SP02178","Installation","pcs",,,"02-08",,"Store ชั้น 2",,
"product.product_part_420","CONDENSE STOP GLASS 170X170X25 mm","SP02179","Installation","set",,,"02-08",,"Store ชั้น 2",,
"product.product_part_421","CONDENSE STOP GLASS 170X170X50 mm","SP02180","Installation","set",,,"02-08",,"Store ชั้น 2",,
"product.product_part_422","AIR RETURN FILTER 530X530X10 mm","SP02181","Installation","pcs",,,,,"ไม่มีของ",,
"product.product_part_423","DOOR PACKING EPDM SAPSQ-05 FOR AHU","SP02182","Installation","m",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_424","DOOR PACKING EPDM SAPSQ-06 FOR CLEAN ROOM","SP02183","Installation","m",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_425","SELF DRILLING SCREW # 8 X 3/4"" (TRUSS HEAD)","SP02184","Installation","pcs",,,"02-09",,"Store ชั้น 2",,
"product.product_part_426","POP RIVET 5-8","SP02185","Installation","pcs",,,"02-09",,"Store ชั้น 2",,
"product.product_part_427","PACKING SANTOPRENE SAPSQ-04 FOR RETURN GRILL","SP02186","Installation","m",,,,,"ไม่มีของ",,
"product.product_part_428","SELF DRILLING SCREW # 6 X 3/4"" (PAN HEAD)","SP02187","Installation","pcs",,,"02-07",,"Store ชั้น 2",,
"product.product_part_429","DOOR EPDM SAPSQ-08 FOR AHU 50 mm","SP02194","Installation","m",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_430","HINGE FOR CLEAN ROOM DOOR MODEL: KIN LONG LHD (LEFT)","SP02195","Installation","set",,,"Palete",,"Store ชั้น 2",,
"product.product_part_431","HINGE FOR CLEAN ROOM DOOR MODEL: KIN LONG LHD (RIGHT)","SP02196","Installation","set",,,"Palete",,"Store ชั้น 2",,
"product.product_part_432","DOOR CLOSER DORMA : TS 90","SP02197","Installation","set",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_433","สี SPRAY(OFF WHITE) 2K สีครีม # 6769","SP02198","Installation","pcs",,,"02-10",,"Store ชั้น 2",,
"product.product_part_434","สี SPRAY(ALPINE WHITE) 2K สีครีมด้าน # 6775","SP02199","Installation","pcs",,,"02-10",,"Store ชั้น 2",,
"product.product_part_435","ADJUST LEVEL BASE FOR NON PROGRESSIVE","SP02200","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_436","SPACING KEY FOR NON PROGRESSIVE","SP02201","Installation","pcs",,,"02-09",,"Store ชั้น 2",,
"product.product_part_437","SPACING SPRING KEY LOCK FOR NON PROGRESSIVE","SP02202","Installation","pcs",,,"02-09",,"Store ชั้น 2",,
"product.product_part_438","KEY LOCK JOINT (A) FOR NON PROGRESSIVE แบบตรง","SP02203","Installation","pcs",,,"02-10",,"Store ชั้น 2",,
"product.product_part_439","KEY LOCK JOINT (B) FOR NON PROGRESSIVE แบบเกลียว","SP02204","Installation","pcs",,,"02-10",,"Store ชั้น 2",,
"product.product_part_440","CEILING SUPPORT (A) FOR NON PROGRESSIVE 3/8""เกลียวซ้าย","SP02205","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_441","CEILING SUPPORT (B) 4 WAYS FOR NON PROGRESSIVE","SP02206","Installation","pcs",,,"02-12",,"Store ชั้น 2",,
"product.product_part_442","CEILING SUPPORT (C) EDGE FOR NON PROGRESSIVE 3/8""เกลียวซ้าย","SP02207","Installation","pcs",,,"02-12",,"Store ชั้น 2",,
"product.product_part_443","กระดาษเช็ดกระจก WY PALL","SP02208","Installation","roll",,,"02-10",,"Store ชั้น 2",,
"product.product_part_444","TEST PORT AIR RETURN HEPA","SP02209","Installation","set",,,"02-10",,"Store ชั้น 2",,
"product.product_part_445","HEPA RETURN GRILL (W)649 X (H)649 X 2T","SP02210","Installation","pcs",,,"Palete",,,,
"product.product_part_446","SOCKET BOLT M5 X 30 mm","SP02211","Installation","pcs",,,"02-09",,"Store ชั้น 2",,
"product.product_part_447","PRE FILTER 586 X 586 X 10 mm","SP02212","Installation","pcs",,,,,"ไม่มีของ",,
"product.product_part_448","น้ำยาเช็ดกระจก MOSA","SP02213","Installation","gal",,,"02-11",,"Store ชั้น 2",,
"product.product_part_449","WINDOW FOR DOOR PANEL AHU 25 mm","SP02214","Installation","set",,,"02-11",,"Store ชั้น 2",,
"product.product_part_450","WINDOW FOR DOOR PANEL AHU 50 mm","SP02215","Installation","set",,,"02-11",,"Store ชั้น 2",,
"product.product_part_451","สกรูปลายสว่านหัวเตเปอร์ (ADF) #6 x 1"" ชุบขาว HOUSING","SP02216","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_452","สกรูปลายสว่านหัวเตเปอร์ (ADF) #8 x 2 1/2"" ชุบขาว HOUSING","SP02217","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_453","สกรูหัวเหลี่ยมปลายสว่าน-เกลียว 2 ขั้น #14-12 x 80 mm HOUSING","SP02218","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_454","สกรูปลายสว่านหัวกลม (ADP) #10 x 1/2"" ชุบขาว HOUSING","SP02219","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_455","สกรูปลายสว่านหัวกลม (ADF) #8 x 2"" ชุบขาว HOUSING","SP02220","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_456","STUD ต๊าปเกลียวหัวท้าย 1/2"" x 9"" (+2NUT +2WASHER ) ชุบขาว HOUSING","SP02221","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_457","โบล์ทหัวหกเหลี่ยมเกลียวครึ่ง 1/2"" x 6 1/2"" (+1NUT +2WASHER ) HOUSING","SP02222","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_458","J - Bolt 1/2"" (+1NUT +1WASHER ) HOUSING","SP02223","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_459","STEEL STUD 75x50x(T)0.8 mm L:3000 mm (Weight 3.8 kg/m2) HOUSING","SP02224","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_460","STEEL TRUCK 40x75x40x(T)0.8 L:3000 mm HOUSING","SP02225","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_461","STEEL COVER 35x102x35(T)0.8 L:3000 mm HOUSING","SP02226","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_461-1","ตัวกันกระแทกมือจับ","SP02227","Installation","pcs",,,"02-11",,"Store ชั้น 2",,
"product.product_part_462","DOUBLE TAPE ( 96 mm )/กาวสองหน้า","SP03001","Supplies","roll",,,"Palete",,"Store ชั้น 2",,
"product.product_part_463","SCRAP COTTON","SP03002","Supplies","roll",,,"Palete",,"Store ชั้น 2",,
"product.product_part_464","FILAMENT TAPE ( 18 mm )","SP03003","Supplies","roll",,,"03-01",,"Store ชั้น 2",,
"product.product_part_465","PLASTIC BAG ( 36"" X 46"" )","SP03004","Supplies","set",,,"03-01",,"Store ชั้น 2",,
"product.product_part_466","LATCH SHIMING PLATE","SP03005","Supplies","pcs",,,"03-06",,"Store ชั้น 2",,
"product.product_part_467","PROTECTOR FILM (CLEAR)","SP03006","Supplies","roll",,,,,"โกดังคอยล์",,
"product.product_part_468","PROTECTOR FILM (BLUE)","SP03007","Supplies","roll",,,,,"โกดังคอยล์",,
"product.product_part_469","TURPENTINE(น้ำมันสน)","SP03008","Supplies","gal",,,"Palete",,"Store ชั้น 2",,
"product.product_part_470","THINNER "" AAA ""","SP03009","Supplies","gal",,,"Palete",,"Store ชั้น 2",,
"product.product_part_471","COTTON GLOVE","SP03010","Supplies","set",,,"03-01",,"Store ชั้น 2",,
"product.product_part_472","DOOR REINFORCED PLATE ขนาด 100 mm * 100 mm","SP03011","Supplies","pcs",,,"03-05",,"Store ชั้น 2",,
"product.product_part_473","REINFORCED BRACKET","SP03012","Supplies","pcs",,,"Palete",,"ด้านล่าง",,
"product.product_part_474","DOOR REINFORCED PLATE ขนาด 37mm * 170 mm","SP03013","Supplies","pcs",,,"03-05",,"Store ชั้น 2",,
"product.product_part_475","RUBBER GLOVE","SP03015","Supplies","set",,,"03-01",,"Store ชั้น 2",,
"product.product_part_476","HINGE SHIMING PLATE","SP03016","Supplies","pcs",,,"03-06",,"Store ชั้น 2",,
"product.product_part_477","PLASTIC FILM","SP03017","Supplies","roll",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_478","CLIP LOCK FOR FASTENER","SP03018","Supplies","pcs",,,"03-01",,"Store ชั้น 2",,
"product.product_part_479","RELEASE AGENT ( WAX )","SP03019","Supplies","kg",,,"Palete",,"Store ชั้น 2",,
"product.product_part_480","FASTENER","SP03020","Supplies","roll",,,"03-01",,"Store ชั้น 2",,
"product.product_part_481","CLOTH TAPE","SP03021","Supplies","roll",,,"Palete",,"Store ชั้น 2",,
"product.product_part_482","METHYLENE CHLORIDE (ICI)","SP03022","Supplies","kg",,,"ซิลิโคน",,"ห้องเคมี",,
"product.product_part_483","CAMLOCK","SP03023","Supplies","pcs",,,"ซิลิโคน",,"ห้องเคมี",,
"product.product_part_484","3M DOUBLE TAP ( 12 mm )","SP03024","Supplies","roll",,,"03-06",,"Store ชั้น 2",,
"product.product_part_485","DOOR FRAME HEATER","SP03025","Supplies","m",,,"03-06",,"Store ชั้น 2",,
"product.product_part_486","INSIDE DOOR HANDLE","SP03026","Supplies","pcs",,,"03-06",,"Store ชั้น 2",,
"product.product_part_487","DOOR LEAF HANGER( R )","SP03027","Supplies","pcs",,,"03-06",,"Store ชั้น 2",,
"product.product_part_488","DOOR LEAF HANGER ( L )","SP03028","Supplies","pcs",,,"03-06",,"Store ชั้น 2",,
"product.product_part_489","SCREW M6X30","SP03029","Supplies","pcs",,,"03-06",,"Store ชั้น 2",,
"product.product_part_490","SLIDING DOOR SEAL","SP03030","Supplies","m",,,"03-06",,"Store ชั้น 2",,
"product.product_part_491","EDGE DOOR HANDLE W 110 mm","SP03031","Supplies","pcs",,,"03-06",,"Store ชั้น 2",,
"product.product_part_492","STICKER LOGO","SP03032","Supplies","pcs",,,"03-01",,"Store ชั้น 2",,
"product.product_part_493","PVC PROJILE FOR DOOR SEAL","SP03033","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_494","CRAFT PAPER BROWN 102X200","SP03034","Supplies","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_495","SCREW M6X20 SUS","SP03035","Supplies","pcs",,,"03-06",,"Store ชั้น 2",,
"product.product_part_496","PACKING S.76101","SP03036","Supplies","m",,,"03-06",,"Store ชั้น 2",,
"product.product_part_497","INSA NUT (ตัวหนอน) M6 X 13","SP03037","Supplies","pcs",,,"03-06",,"Store ชั้น 2",,
"product.product_part_498","SCREW ( TAPER HEAD ) M6 X30 SUS.","SP03038","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_499","SCREW MIL ( TAPER HEAD ) M6X45","SP03039","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_500","SCREW ( TAPER HEAD )M6X45 SUS","SP03040","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_501","CHEMICAL GLOVE","SP03041","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_502","BLACK STEEL SHEET 1.2mm 4' X 8'","SP03042","Supplies","pcs",,,,,"โกดังคอยล์",,
"product.product_part_503","STEEL PLATE 6X100X200 mm","SP03043","Supplies","pcs",,,,,"ไม่มีของ",,
"product.product_part_504","SCRAP COTTON ( WHITE )","SP03044","Supplies","kg",,,"Palete",,"Store ชั้น 2",,
"product.product_part_505","SLIDING DOOR FLUSH HANDLE","SP03045","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_506","EDGE DOOR HANDLE W 130 mm","SP03046","Supplies","pcs",,,"03-06",,"Store ชั้น 2",,
"product.product_part_507","ใบเลื่อย JIG SAW สั้น","SP03047","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_508","ใบเลื่อย JIG SAW ยาว","SP03048","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_509","ดอกสว่าน 5/32""","SP03049","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_510","ดอกสว่าน 1/8""","SP03050","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_511","ผ้าปิดจมูก","SP03051","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_512","แปรงทาสี NO.3","SP03052","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_513","แปรงทาสี NO.4","SP03053","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_514","เกียง NO.2","SP03054","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_515","เกียง NO.3","SP03055","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_516","เกียง NO.4","SP03056","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_517","กระดาษทรายละเอียด NO.600","SP03057","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_518","กระดาษทรายละหยาบ NO.80","SP03058","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_519","เข็มขัดรัดสายฉีดโฟม DIA1X27-40 mm","SP03061","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_520","เข็มขัดรัดสายฉีดโฟม DIA1X28-41 mm","SP03062","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_521","สีซ่อมแผ่น ตราใบพัด IVORY","SP03065","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_522","สีซ่อมแผ่น ตราใบพัด OFF WHITE","SP03066","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_523","สีซ่อมแผ่น ตราใบพัด ALPINE WHITE","SP03067","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_524","เทปพันสายไฟ","SP03068","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_525","เทปพันเกลียว","SP03069","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_526","หินเจียรใบบาง","SP03070","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_527","หินเจียรใบหนา","SP03071","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_528","บอลวาล์ว 1/2""","SP03072","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_529","บอลวาล์ว 3/4""","SP03073","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_530","ก๊อกน้ำ 1/2""","SP03074","Supplies","pcs",,,"03-02",,"Store ชั้น 2",,
"product.product_part_531","หลอดไฟสั้น","SP03075","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_532","ลวดเชื่อม SUS 2.6X300 mm","SP03076","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_533","ลวดเชื่อม SUS 3.2X350 mm","SP03077","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_534","ลวดเชื่อม 2.6X350 mm","SP03078","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_535","ลวดเชื่อม 3.2X350 mm","SP03079","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_536","ฟอร์ย","SP03080","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_537","RIVET 4-6","SP03081","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_538","ใบหินเจียร 350X3X25.4 mm(14"")","SP03082","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_539","ใบหินเจียร 350X3X25.4 mm(16"")","SP03083","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_540","ใบตัด AL 12""","SP03084","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_541","ใบตัด AL 14""","SP03085","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_542","SCREW TEPER NO.7X1 1/2""","SP03087","Supplies","pcs",,,,,,,
"product.product_part_543","SCREW TEPER NO.10X3/4""","SP03088","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_544","SCREW TEPER NO.8X5/8""","SP03089","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_545","ภู่กัน NO.5","SP03091","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_546","ภู่กัน NO.10","SP03092","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_547","ฆ้อนยาง","SP03094","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_548","ก๊อกน้ำ 3/4""","SP03108","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_549","บอลวาล์ว 1 1/2""","SP03109","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_550","กาวตราช้าง","SP03110","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_551","ใบมีดคัดเตอร์","SP03111","Supplies","pcs",,,,,"ไม่มีของ",,
"product.product_part_552","คัตเตอร์","SP03112","Supplies","pcs",,,,,"ไม่มีของ",,
"product.product_part_553","CORRO-COAT PE BLUE NO.C1004800(BLUE)","SP03113","Supplies","kg",,,"สีฝุ่น",,"ห้องเคมี",,
"product.product_part_554","POLY FOAM 2'X4'X6 mm (โฟมขาว)","SP03114","Supplies","pcs",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_555","CORRO-COAT PE NO.C122110A (GREEN)","SP03115","Supplies","kg",,,"สีฝุ่น",,"ห้องเคมี",,
"product.product_part_556","NITTO PAPER MARKING TAPE NO.720(18mm X 18 m)","SP03116","Supplies","pcs",,,"03-03",,"Store ชั้น 2",,
"product.product_part_557","กล่องกุญแจตัวเล็กสำหรับ DEADLOCK,PASSDOOR","SP03117","Supplies","pcs",,,"03-04",,"Store ชั้น 2",,
"product.product_part_558","กล่องกุญแจตัวใหญ่สำหรับเขาควาย","SP03118","Supplies","pcs",,,"03-04",,"Store ชั้น 2",,
"product.product_part_559","ไม้อัด (W)1200 X (H)2400 X10mm","SP03119","Supplies","pcs",,,,,"ไม่มีของ",,
"product.product_part_560","VIVA BROAD (W)1200 X (H)2400 X10mm","SP03120","Supplies","pcs",,,,,"ไม่มีของ",,
"product.product_part_561","ท่อสายใยลวด 1""(สายยางฉีดโฟม)","SP03121","Supplies","m",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_562","E.mT. CONDUIT 3/4"" L : 4m","SP03127","Supplies","pcs",,,,,"โกดังอะลูมิเนียม",,
"product.product_part_563","กาวเลย์ ROCK WOOL","SP03131","Supplies","kg",,,"สีฝุ่น",,"ห้องเคมี",,
"product.product_part_564","กาวพ่น STAINLESS","SP03132","Supplies","gal",,,"Palete",,"Store ชั้น 2",,
"product.product_part_565","พลาสติกกันกระแทก","SP03133","Supplies","pcs",,,,,"Store ชั้น 2",,
"product.product_part_566","ดอกสว่าน STAINLESS 1/8""","SP03134","Supplies","pcs",,,"03-04",,"Store ชั้น 2",,
"product.product_part_567","ดอกสว่าน STAINLESS 5/32""","SP03135","Supplies","pcs",,,"03-04",,"Store ชั้น 2",,
"product.product_part_568","ดอกสว่าน STAINLESS 9/64""","SP03136","Supplies","pcs",,,"03-04",,"Store ชั้น 2",,
"product.product_part_569","ดอกHOLESAW 19 mm(ฟันคาร์ไบน์)","SP03137","Supplies","pcs",,,"03-04",,"Store ชั้น 2",,
"product.product_part_570","ดอกHOLESAW 28 mm(ฟันคาร์ไบน์)","SP03138","Supplies","pcs",,,"03-04",,"Store ชั้น 2",,
"product.product_part_571","ดอกHOLESAW 58 mm(ฟันคาร์ไบน์)","SP03139","Supplies","pcs",,,"03-04",,"Store ชั้น 2",,
"product.product_part_572","SILICONE N-100 BLACK","SP03140","Supplies","pcs",,,"ซิลิโคน",,"ห้องเคมี",,
"product.product_part_573","ปากกาเคมี สีน้ำเงิน","SP03142","Supplies","pcs",,,"03-04",,"Store ชั้น 2",,
"product.product_part_574","ปากกาเคมี สีแดง","SP03143","Supplies","pcs",,,"03-04",,"Store ชั้น 2",,
"product.product_part_575","DOOR REINFORCED PLATE ขนาด 25mm * 170 mm","SP03147","Supplies","pcs",,,"03-04",,"Store ชั้น 2",,
"product.product_part_576","CORNER RUBBER DOOR","SP03149","Supplies","pcs",,,"03-05",,"Store ชั้น 2",,
"product.product_part_577","บานพับ CM-1132-HS","SP03150","Supplies","set",,,"03-04",,"Store ชั้น 2",,
"product.product_part_578","CORRO-COAT PE NO.C120398A (GRAY)","SP03152","Supplies","kg",,,"สีฝุ่น",,"ห้องเคมี",,
"product.product_part_579","POWDER COATINGS : MONACA BLUE 1020816PX20( PE-7002)","SP03153","Supplies","kg",,,"สีฝุ่น",,"ห้องเคมี",,
"product.product_part_580","POWDER COATINGS :CAMPANULA BLUE 1020815PX20( PE-7002)","SP03154","Supplies","kg",,,"สีฝุ่น",,"ห้องเคมี",,
"product.product_part_581","PE FOAM WITH LAMINATE SIZE (W)1300X(L)15000X(T)1.0 mm","SP03155","Supplies","roll",,,"Palete",,"Store ชั้น 2 New",,
"product.product_part_582","REINFORCED BRACKET3/8""เกลียวซ้าย","SP03156","Supplies","pcs",,,"03-04",,"Store ชั้น 2",,
"product.product_part_583","POWDER COATINGS : ALPINE WHITE PE-7082 1023653PX20 (MATT WHITE)","SP03157","Supplies","kg",,,"สีฝุ่น",,"ห้องเคมี",,
"product.product_part_584","POWDER COATINGS : OFF WHITE PE-7082 1023652PX20 (LIGHT GREY)","SP03158","Supplies","kg",,,"สีฝุ่น",,"ห้องเคมี",,
"product.product_part_585","POWDER COATINGS : BLUE PE-7082 1023654PX20 (BLUE)","SP03159","Supplies","kg",,,"สีฝุ่น",,"ห้องเคมี",,
"product.product_part_586","REINFORCED PLATE 100 X 300","SP03160","Supplies","pcs",,,"Palete",,"ด้านล่าง",,
"product.product_part_587","REINFORCED PLATE 100 X 100+ไม้10mm","SP03161","Supplies","pcs",,,"Palete",,"Store ชั้น 2",,
"product.product_part_588","RUBBER PLUG FOR RETURN GRILL","SP03162","Supplies","pcs",,,"03-04",,"Store ชั้น 2",,
"product.product_part_589","ASTRO SCREEN INK NO.120 WHITE","SP03164","Supplies","kg",,,"03-04",,"Store ชั้น 2",,
"product.product_part_590","น้ำมันผสม TANAKA SOLVENT NO.35","SP03165","Supplies","kg",,,"Palete",,"Store ชั้น 2",,
"product.product_part_591","น้ำมันล้าง TANAKA SOLVENT NO.30","SP03166","Supplies","kg",,,"Palete",,"Store ชั้น 2",,
"product.product_part_592","บูธ บานพับ KINLONG","SP03167","Supplies","pcs",,,"03-06",,"Store ชั้น 2",,
"product.product_part_593","กล่องกุญแจตัวเล็กสำหรับ DEADLOCK,PASSDOOR FOR DORMA","SP03169","Supplies","pcs",,,"03-05",,"Store ชั้น 2",,
"product.product_part_594","กล่องกุญแจตัวใหญ่สำหรับเขาควาย FOR DORMA","SP03170","Supplies","pcs",,,"03-05",,"Store ชั้น 2",,
